Site,Latitude,Longitude,Depth,Date_Deploy,Date_Retrieve,Duration_Exposure,Cage_ID,Compartment,Species,Test_Diameter,Test_Height,Whole_Weight,Test_Weight,Gonad_Weight,Gut_WW,Gut_DW,Lantern_Weight,Gonad_Index,Gut_Index,Drained_Weight,Kelp_WW_Start,Kelp_WW_End,Consumption_Rate,resid,Mean_Logger_Temp,Mean_Nitrogen,month,year,Time,dayofyear,daylength
Fortescue Bay,-43.1399,147.9676,7,8/10/2021,13/10/2021,5,3,2,Centrostephanus rodgersii,95,41,256.9,203.9,15.1,10,1.34,13.3,5.877773453,3.8925652,242.3,7.97,6.54,0.01,-0.320123555,12.68929861,1.418,10,2021,18.908,281,12.85219377
Fortescue Bay,-43.1399,147.9676,7,8/10/2021,13/10/2021,5,3,3,Centrostephanus rodgersii,94,45,261.1,173.6,47.5,16.2,2.79,11.6,18.1922635,6.204519341,248.9,8.04,3.94,0.544,0.210377625,12.68929861,1.418,10,2021,18.908,281,12.85219377
Fortescue Bay,-43.1399,147.9676,7,8/10/2021,13/10/2021,5,3,5,Centrostephanus rodgersii,91,48,241.4,180.6,13.4,20.5,4,12.5,5.550952775,8.492129246,227,6.12,2.08,0.532,0.215303275,12.68929861,1.418,10,2021,18.908,281,12.85219377
Fortescue Bay,-43.1399,147.9676,7,8/10/2021,13/10/2021,5,3,6,Centrostephanus rodgersii,92,44,266.3,176.3,14.4,16.1,3.46,14.4,5.407435223,6.045812993,221.2,9.06,7.81,-0.026,-0.363877083,12.68929861,1.418,10,2021,18.908,281,12.85219377
Fortescue Bay,-43.1399,147.9676,7,8/10/2021,13/10/2021,5,3,8,Centrostephanus rodgersii,89,40,268.5,180.5,13.1,16.1,2.37,14.8,4.878957169,5.996275605,224.5,9.06,6.47,0.242,-0.097652198,12.68929861,1.418,10,2021,18.908,281,12.85219377
Fortescue Bay,-43.1399,147.9676,7,8/10/2021,13/10/2021,5,4,2,Centrostephanus rodgersii,114,53,439.5,326.1,20.6,45.3,NA,20.8,4.687144482,10.30716724,412.8,6.72,1.06,0.856,0.410026176,12.68929861,1.418,10,2021,18.908,281,12.85219377
Fortescue Bay,-43.1399,147.9676,7,8/10/2021,13/10/2021,5,4,6,Centrostephanus rodgersii,106,53,426.9,283.2,95.2,17.3,NA,19.5,22.30030452,4.052471305,415.2,9.42,8.26,-0.044,-0.483697935,12.68929861,1.418,10,2021,18.908,281,12.85219377
Fortescue Bay,-43.1399,147.9676,7,8/10/2021,13/10/2021,5,4,7,Centrostephanus rodgersii,85,48,235.3,161.1,45,10.8,NA,11.2,19.12452189,4.589885253,228.1,9.66,9.66,-0.276,-0.587174668,12.68929861,1.418,10,2021,18.908,281,12.85219377
Fortescue Bay,-43.1399,147.9676,7,8/10/2021,13/10/2021,5,4,9,Centrostephanus rodgersii,85,44,223.3,155.6,40.9,13.7,NA,9.8,18.31616659,6.135244066,220,10.23,7.99,0.172,-0.127880899,12.68929861,1.418,10,2021,18.908,281,12.85219377
Fortescue Bay,-43.1399,147.9676,7,8/10/2021,13/10/2021,5,4,11,Centrostephanus rodgersii,113,54,414.1,240.3,119,13.7,NA,17.9,28.73702004,3.308379618,390.9,9.8,7.96,0.092,-0.341129831,12.68929861,1.418,10,2021,18.908,281,12.85219377
Fortescue Bay,-43.1399,147.9676,7,8/10/2021,13/10/2021,5,5,1,Centrostephanus rodgersii,95,50,275.8,216.3,14.5,4.8,1,13.8,5.257432922,1.740391588,249.4,9.44,8.9,-0.168,-0.513439859,12.68929861,1.418,10,2021,18.908,281,12.85219377
Fortescue Bay,-43.1399,147.9676,7,8/10/2021,13/10/2021,5,5,5,Centrostephanus rodgersii,100,45,383.4,233.6,102,10.1,1.95,16.3,26.60406886,2.634324465,362,10.78,0.33,1.814,1.397489552,12.68929861,1.418,10,2021,18.908,281,12.85219377
Fortescue Bay,-43.1399,147.9676,7,8/10/2021,13/10/2021,5,5,9,Centrostephanus rodgersii,67,29,115,88.2,4.7,7.1,1.16,5.2,4.086956522,6.173913043,105.2,8.95,6.63,0.188,0.031291225,12.68929861,1.418,10,2021,18.908,281,12.85219377
Fortescue Bay,-43.1399,147.9676,7,8/10/2021,13/10/2021,5,5,11,Centrostephanus rodgersii,106,49,364.8,242.8,17.9,39.6,7.83,16.8,4.906798246,10.85526316,317.1,8.72,7.26,0.016,-0.389781003,12.68929861,1.418,10,2021,18.908,281,12.85219377
Fortescue Bay,-43.1399,147.9676,7,8/10/2021,13/10/2021,5,5,12,Centrostephanus rodgersii,88,42,210.8,133.8,41.6,8.6,1.14,8.6,19.73434535,4.079696395,192.6,8.03,5.85,0.16,-0.127451995,12.68929861,1.418,10,2021,18.908,281,12.85219377
Fortescue Bay,-43.1399,147.9676,7,9/11/2021,16/11/2021,7,1,5,Centrostephanus rodgersii,106,44,447,260.6,133,13.3,2.56,22.8,29.75391499,2.975391499,429.7,9.59,7.82,0.175142857,-0.274481745,13.72862682,1.342,11,2021,18.94,313,14.33262768
Fortescue Bay,-43.1399,147.9676,7,9/11/2021,16/11/2021,7,1,6,Centrostephanus rodgersii,93,38,263.5,174.9,60,13.1,2.21,12.6,22.77039848,4.971537002,260.6,7.26,8.94,-0.317714286,-0.653310803,13.72862682,1.342,11,2021,18.94,313,14.33262768
Fortescue Bay,-43.1399,147.9676,7,9/11/2021,16/11/2021,7,1,7,Centrostephanus rodgersii,64,39,245.7,160.7,39.4,13.7,2.72,13.6,16.03581604,5.575905576,227.4,9.02,8.1,0.053714286,-0.266791818,13.72862682,1.342,11,2021,18.94,313,14.33262768
Fortescue Bay,-43.1399,147.9676,7,9/11/2021,16/11/2021,7,1,10,Centrostephanus rodgersii,87,87,245.3,157.8,51.4,11,1.78,12.8,20.95393396,4.484304933,233,9.46,10.48,-0.223428571,-0.543583138,13.72862682,1.342,11,2021,18.94,313,14.33262768
Fortescue Bay,-43.1399,147.9676,7,9/11/2021,16/11/2021,7,1,12,Centrostephanus rodgersii,89,89,232.8,105.7,25.8,20.8,2.69,6.7,11.08247423,8.934707904,159,8.9,7.83,0.075142857,-0.233727197,13.72862682,1.342,11,2021,18.94,313,14.33262768
Fortescue Bay,-43.1399,147.9676,7,9/11/2021,16/11/2021,7,2,3,Centrostephanus rodgersii,69,23,167.9,120.1,11.1,10,1.39,9.4,6.611078023,5.955926147,150.6,8.21,5.75,0.273714286,0.035355643,13.72862682,1.342,11,2021,18.94,313,14.33262768
Fortescue Bay,-43.1399,147.9676,7,9/11/2021,16/11/2021,7,2,6,Centrostephanus rodgersii,72,72,153.8,116.4,18.2,8.1,1.43,9.1,11.83355007,5.266579974,151.8,8.55,8.39,-0.054857143,-0.274290653,13.72862682,1.342,11,2021,18.94,313,14.33262768
Fortescue Bay,-43.1399,147.9676,7,9/11/2021,16/11/2021,7,2,7,Centrostephanus rodgersii,89,89,320.7,185.4,23.9,30,5.17,15.8,7.452447771,9.35453695,255.1,8.77,7.81,0.059428571,-0.31855377,13.72862682,1.342,11,2021,18.94,313,14.33262768
Fortescue Bay,-43.1399,147.9676,7,9/11/2021,16/11/2021,7,2,8,Centrostephanus rodgersii,74,74,164.7,115.4,23.9,11,1.42,7.7,14.51123254,6.678809957,158,9.83,9.25,0.005142857,-0.229064012,13.72862682,1.342,11,2021,18.94,313,14.33262768
Fortescue Bay,-43.1399,147.9676,7,9/11/2021,16/11/2021,7,2,9,Centrostephanus rodgersii,81,81,226.2,150.4,49.7,4.9,1.06,10,21.97170645,2.16622458,215,8.03,7.58,-0.013428571,-0.316093455,13.72862682,1.342,11,2021,18.94,313,14.33262768
Fortescue Bay,-43.1399,147.9676,7,9/11/2021,16/11/2021,7,3,1,Centrostephanus rodgersii,100,48,356.8,224.7,64.5,31.4,6.09,14.9,18.07735426,8.80044843,335.5,10.28,8.88,0.122285714,-0.278711149,13.72862682,1.342,11,2021,18.94,313,14.33262768
Fortescue Bay,-43.1399,147.9676,7,9/11/2021,16/11/2021,7,3,4,Centrostephanus rodgersii,83,34,242.7,138.6,67,9.6,1.47,9.7,27.60609806,3.955500618,224.9,9.06,7.55,0.138,-0.179855508,13.72862682,1.342,11,2021,18.94,313,14.33262768
Fortescue Bay,-43.1399,147.9676,7,9/11/2021,16/11/2021,7,3,6,Centrostephanus rodgersii,75,35,211.9,143.7,35.4,12.3,1.74,7.4,16.70599339,5.804624823,198.8,8.03,2.96,0.646571429,0.3579965,13.72862682,1.342,11,2021,18.94,313,14.33262768
Fortescue Bay,-43.1399,147.9676,7,9/11/2021,16/11/2021,7,3,8,Centrostephanus rodgersii,82,37,253.5,164.5,48,9.6,1.51,10.9,18.93491124,3.786982249,233,8.67,8.81,-0.097714286,-0.424963308,13.72862682,1.342,11,2021,18.94,313,14.33262768
Fortescue Bay,-43.1399,147.9676,7,9/11/2021,16/11/2021,7,3,12,Centrostephanus rodgersii,83,31,209.5,139.1,40.8,10.5,2.06,9.6,19.47494033,5.011933174,200,8.04,7.68,-0.026285714,-0.312403027,13.72862682,1.342,11,2021,18.94,313,14.33262768
Fortescue Bay,-43.1399,147.9676,7,9/11/2021,16/11/2021,7,4,2,Centrostephanus rodgersii,100,43,380.6,249.8,129.8,10.6,2.06,17.8,34.10404624,2.785076195,408,10.12,9.91,-0.047714286,-0.46264327,13.72862682,1.342,11,2021,18.94,313,14.33262768
Fortescue Bay,-43.1399,147.9676,7,9/11/2021,16/11/2021,7,4,5,Centrostephanus rodgersii,69,29,119.8,86.5,8.9,14.7,2.48,6.8,7.429048414,12.27045075,116.9,9.31,9.05,-0.040571429,-0.206102795,13.72862682,1.342,11,2021,18.94,313,14.33262768
Fortescue Bay,-43.1399,147.9676,7,9/11/2021,16/11/2021,7,4,7,Centrostephanus rodgersii,94,41,224.1,128.3,9.3,12.2,1.66,7.9,4.149933066,5.443998215,157.7,9.15,6.71,0.270857143,-0.029795347,13.72862682,1.342,11,2021,18.94,313,14.33262768
Fortescue Bay,-43.1399,147.9676,7,9/11/2021,16/11/2021,7,4,10,Centrostephanus rodgersii,96,44,273.2,184.1,49.8,15.3,2.41,13.8,18.2284041,5.600292826,263,8.74,6.57,0.232285714,-0.11111054,13.72862682,1.342,11,2021,18.94,313,14.33262768
Fortescue Bay,-43.1399,147.9676,7,9/11/2021,16/11/2021,7,4,11,Centrostephanus rodgersii,69,24,148.1,105.8,10.7,8,1.04,7.6,7.224848076,5.401755571,132.1,8.45,7.75,0.022285714,-0.188999705,13.72862682,1.342,11,2021,18.94,313,14.33262768
Fortescue Bay,-43.1399,147.9676,7,9/11/2021,16/11/2021,7,4,12,Centrostephanus rodgersii,57,19,89.5,66,5.5,8.3,1.02,5.2,6.145251397,9.273743017,85,9.89,9.34,0.000857143,-0.101763047,13.72862682,1.342,11,2021,18.94,313,14.33262768
Fortescue Bay,-43.1399,147.9676,7,9/11/2021,16/11/2021,7,5,1,Centrostephanus rodgersii,79,33,195.5,133.6,33.6,13.1,1.77,9.9,17.18670077,6.700767263,190.2,8.13,5.59,0.285142857,0.013947943,13.72862682,1.342,11,2021,18.94,313,14.33262768
Fortescue Bay,-43.1399,147.9676,7,9/11/2021,16/11/2021,7,5,5,Centrostephanus rodgersii,76,32,176.2,123.5,32.9,7.9,1.56,9,18.67196368,4.48354143,173.3,7.21,6.63,0.005142857,-0.243626252,13.72862682,1.342,11,2021,18.94,313,14.33262768
Fortescue Bay,-43.1399,147.9676,7,9/11/2021,16/11/2021,7,5,8,Centrostephanus rodgersii,79,35,188.7,134.7,32.3,12,2.11,8.9,17.11711712,6.359300477,187.9,9.29,7.21,0.219428571,-0.044128171,13.72862682,1.342,11,2021,18.94,313,14.33262768
Fortescue Bay,-43.1399,147.9676,7,9/11/2021,16/11/2021,7,5,10,Centrostephanus rodgersii,75,33,177.8,109.5,46.4,9.6,1.81,8.9,26.09673791,5.399325084,174.4,10.81,8.97,0.185142857,-0.065576601,13.72862682,1.342,11,2021,18.94,313,14.33262768
Fortescue Bay,-43.1399,147.9676,7,9/11/2021,16/11/2021,7,5,12,Centrostephanus rodgersii,97,48,381.9,243.1,37.3,41.5,5.09,19.2,9.7669547,10.86671904,341.1,11.28,3.44,1.042285714,0.626621037,13.72862682,1.342,11,2021,18.94,313,14.33262768
Fortescue Bay,-43.1399,147.9676,7,9/11/2021,16/11/2021,7,6,4,Centrostephanus rodgersii,88,38,280.2,183.7,34.3,16.8,2.54,11.5,12.24125625,5.995717345,246.3,6.56,6.37,-0.050571429,-0.399426199,13.72862682,1.342,11,2021,18.94,313,14.33262768
Fortescue Bay,-43.1399,147.9676,7,9/11/2021,16/11/2021,7,6,5,Centrostephanus rodgersii,85,39,247.1,145,69.5,10.7,1.73,13.3,28.12626467,4.330230676,238.5,7.05,6.29,0.030857143,-0.29087485,13.72862682,1.342,11,2021,18.94,313,14.33262768
Fortescue Bay,-43.1399,147.9676,7,9/11/2021,16/11/2021,7,6,10,Centrostephanus rodgersii,70,29,141.5,108.8,11.2,7.1,1.23,6.2,7.915194346,5.017667845,133.3,6.45,6.32,-0.059142857,-0.260592398,13.72862682,1.342,11,2021,18.94,313,14.33262768
Fortescue Bay,-43.1399,147.9676,7,9/11/2021,16/11/2021,7,6,11,Centrostephanus rodgersii,86,34,240.5,153.7,35,17.5,2.93,10.1,14.55301455,7.276507277,216.3,9.2,7.33,0.189428571,-0.126462258,13.72862682,1.342,11,2021,18.94,313,14.33262768
Fortescue Bay,-43.1399,147.9676,7,9/11/2021,16/11/2021,7,6,12,Centrostephanus rodgersii,80,32,220.9,158.1,11,22.8,3.22,9.2,4.979628791,10.3214124,201.1,9.42,2.86,0.859428571,0.56187914,13.72862682,1.342,11,2021,18.94,313,14.33262768
Fortescue Bay,-43.1399,147.9676,5,14/12/2021,21/12/2021,7,1,1,Centrostephanus rodgersii,81,38,214.5,150.4,38.9,10.5,1.5,11.5,18.13519814,4.895104895,211.3,9.68,9.35,0.006714286,-0.284491844,15.12320106,1.078,12,2021,18.975,348,15.33412416
Fortescue Bay,-43.1399,147.9676,5,14/12/2021,21/12/2021,7,1,6,Centrostephanus rodgersii,89,40,236.6,166.6,29.2,13.3,1.77,14.9,12.34150465,5.621301775,224,8.75,10.17,-0.243285714,-0.555649122,15.12320106,1.078,12,2021,18.975,348,15.33412416
Fortescue Bay,-43.1399,147.9676,5,14/12/2021,21/12/2021,7,1,7,Centrostephanus rodgersii,82,41,242.2,175.8,27.5,16.1,3.14,11.4,11.35425268,6.647398844,230.8,6.9,8.6,-0.283285714,-0.600696273,15.12320106,1.078,12,2021,18.975,348,15.33412416
Fortescue Bay,-43.1399,147.9676,5,14/12/2021,21/12/2021,7,1,8,Centrostephanus rodgersii,103,48,415.3,312.5,19.8,35.7,4.95,23,4.767637852,8.596195521,391,7.45,8.32,-0.164714286,-0.59846844,15.12320106,1.078,12,2021,18.975,348,15.33412416
Fortescue Bay,-43.1399,147.9676,5,14/12/2021,21/12/2021,7,1,10,Centrostephanus rodgersii,73,44,169.7,133.4,18.9,6.2,0.81,9.5,11.13730112,3.653506187,168,6.91,8.84,-0.316142857,-0.556802235,15.12320106,1.078,12,2021,18.975,348,15.33412416
Fortescue Bay,-43.1399,147.9676,5,14/12/2021,21/12/2021,7,2,1,Centrostephanus rodgersii,76,36,168.8,121.9,34.8,3.3,0.55,7.9,20.61611374,1.954976303,167.9,8.28,7.6,0.056714286,-0.182797792,15.12320106,1.078,12,2021,18.975,348,15.33412416
Fortescue Bay,-43.1399,147.9676,5,14/12/2021,21/12/2021,7,2,3,Centrostephanus rodgersii,72,34,160.1,122.5,13.7,10.3,2.08,7.6,8.55715178,6.433479076,154.1,8.03,7.22,0.075285714,-0.152809436,15.12320106,1.078,12,2021,18.975,348,15.33412416
Fortescue Bay,-43.1399,147.9676,5,14/12/2021,21/12/2021,7,2,6,Centrostephanus rodgersii,108,51,522.8,336.9,45.4,31.6,4.25,21.1,8.684009181,6.044376435,435,8.15,5.56,0.329571429,-0.153849251,15.12320106,1.078,12,2021,18.975,348,15.33412416
Fortescue Bay,-43.1399,147.9676,5,14/12/2021,21/12/2021,7,2,8,Centrostephanus rodgersii,90,47,274.9,186.4,48.1,17.7,2.78,19,17.49727174,6.438704984,271.2,8.96,8.29,0.055285714,-0.289448931,15.12320106,1.078,12,2021,18.975,348,15.33412416
Fortescue Bay,-43.1399,147.9676,5,14/12/2021,21/12/2021,7,2,9,Centrostephanus rodgersii,95,63,381.9,251.5,52.1,30.7,4.32,19.2,13.64231474,8.0387536,353.5,9.1,0.96,1.122428571,0.706763894,15.12320106,1.078,12,2021,18.975,348,15.33412416
Fortescue Bay,-43.1399,147.9676,5,14/12/2021,21/12/2021,7,3,2,Centrostephanus rodgersii,102,48,460.1,278.4,76,24.3,3.43,15.9,16.51814823,5.281460552,394.6,11.39,10.99,0.016714286,-0.43914248,15.12320106,1.078,12,2021,18.975,348,15.33412416
Fortescue Bay,-43.1399,147.9676,5,14/12/2021,21/12/2021,7,3,4,Centrostephanus rodgersii,95,45,295,219.7,19.2,16.5,2.57,15.5,6.508474576,5.593220339,270.9,6.74,3.75,0.386714286,0.026754191,15.12320106,1.078,12,2021,18.975,348,15.33412416
Fortescue Bay,-43.1399,147.9676,5,14/12/2021,21/12/2021,7,3,5,Centrostephanus rodgersii,70,34,172.3,124.1,18.5,7.2,1.07,8.3,10.73708648,4.17875798,158.1,9.64,6.51,0.406714286,0.162774346,15.12320106,1.078,12,2021,18.975,348,15.33412416
Fortescue Bay,-43.1399,147.9676,5,14/12/2021,21/12/2021,7,3,7,Centrostephanus rodgersii,87,43,231.2,161.3,22.8,19.5,2.74,14,9.861591696,8.434256055,217.6,9.86,2.59,0.998142857,0.69076078,15.12320106,1.078,12,2021,18.975,348,15.33412416
Fortescue Bay,-43.1399,147.9676,5,14/12/2021,21/12/2021,7,3,9,Centrostephanus rodgersii,73,27,147.6,112.7,14.5,9.2,1.49,8.4,9.823848238,6.233062331,144.8,8.24,6.98,0.139571429,-0.070984345,15.12320106,1.078,12,2021,18.975,348,15.33412416
Fortescue Bay,-43.1399,147.9676,5,14/12/2021,21/12/2021,7,4,7,Centrostephanus rodgersii,94,50,289.4,219.8,30.5,17.3,2.84,14.1,10.5390463,5.97788528,281.7,8.54,5.5,0.393857143,0.038032125,15.12320106,1.078,12,2021,18.975,348,15.33412416
Fortescue Bay,-43.1399,147.9676,5,14/12/2021,21/12/2021,7,4,8,Centrostephanus rodgersii,89,44,291.4,204.3,31.1,23.9,3.2,11.8,10.67261496,8.201784489,271.1,8.58,5.71,0.369571429,0.012260484,15.12320106,1.078,12,2021,18.975,348,15.33412416
Fortescue Bay,-43.1399,147.9676,5,14/12/2021,21/12/2021,7,4,9,Centrostephanus rodgersii,101,48,385.6,234.3,72.6,18.8,3.24,16.3,18.82780083,4.875518672,342,9.42,6.14,0.428142857,0.010397912,15.12320106,1.078,12,2021,18.975,348,15.33412416
Fortescue Bay,-43.1399,147.9676,5,14/12/2021,21/12/2021,7,4,11,Centrostephanus rodgersii,68,25,144.3,103.6,19.1,8.1,1.39,7.2,13.23631324,5.613305613,138,11.67,11.34,0.006714286,-0.198962937,15.12320106,1.078,12,2021,18.975,348,15.33412416
Fortescue Bay,-43.1399,147.9676,5,14/12/2021,21/12/2021,7,4,12,Centrostephanus rodgersii,100,51,464.4,282.3,37.4,26.5,4.27,23.1,8.053402239,5.706287683,369.3,9.7,1.19,1.175285714,0.717421903,15.12320106,1.078,12,2021,18.975,348,15.33412416
Fortescue Bay,-43.1399,147.9676,5,14/12/2021,21/12/2021,7,5,2,Centrostephanus rodgersii,98,51,312,213.9,46.5,16.4,1.96,17.2,14.90384615,5.256410256,294,9.4,6.79,0.332428571,-0.039619855,15.12320106,1.078,12,2021,18.975,348,15.33412416
Fortescue Bay,-43.1399,147.9676,5,14/12/2021,21/12/2021,7,5,3,Centrostephanus rodgersii,90,44,267.1,175.6,45.5,8.4,1.41,16.2,17.03481842,3.144889554,245.7,9.42,7.94,0.171,-0.167524271,15.12320106,1.078,12,2021,18.975,348,15.33412416
Fortescue Bay,-43.1399,147.9676,5,14/12/2021,21/12/2021,7,5,5,Centrostephanus rodgersii,95,48,288.7,191.9,46.2,12.2,1.58,13.4,16.00277104,4.225839972,263.7,6.72,7.29,-0.121857143,-0.477159658,15.12320106,1.078,12,2021,18.975,348,15.33412416
Fortescue Bay,-43.1399,147.9676,5,14/12/2021,21/12/2021,7,5,7,Centrostephanus rodgersii,92,50,265.9,178.3,57.2,14,2.01,12.9,21.51184656,5.26513727,262.4,9.84,4.33,0.746714286,0.409161525,15.12320106,1.078,12,2021,18.975,348,15.33412416
Fortescue Bay,-43.1399,147.9676,5,14/12/2021,21/12/2021,7,5,11,Centrostephanus rodgersii,82,48,239.4,146.1,72,5.4,0.92,12.9,30.07518797,2.255639098,236.4,10.93,6.39,0.608142857,0.293241116,15.12320106,1.078,12,2021,18.975,348,15.33412416
Fortescue Bay,-43.1399,147.9676,5,14/12/2021,21/12/2021,7,6,1,Centrostephanus rodgersii,93,46,340.4,200.7,49.1,23,3.03,10.4,14.42420682,6.756756757,283.2,7.95,3.23,0.633857143,0.243012455,15.12320106,1.078,12,2021,18.975,348,15.33412416
Fortescue Bay,-43.1399,147.9676,5,14/12/2021,21/12/2021,7,6,4,Centrostephanus rodgersii,98,51,269.9,182.4,46.5,21.3,2.81,13.4,17.22860319,7.891811782,263.6,10.01,3.46,0.895285714,0.554511456,15.12320106,1.078,12,2021,18.975,348,15.33412416
Fortescue Bay,-43.1399,147.9676,5,14/12/2021,21/12/2021,7,6,5,Centrostephanus rodgersii,75,31.5,157.7,121.8,17.7,7,0.73,7.2,11.22384274,4.438807863,153.7,11.67,11.67,-0.040428571,-0.265264918,15.12320106,1.078,12,2021,18.975,348,15.33412416
Fortescue Bay,-43.1399,147.9676,5,14/12/2021,21/12/2021,7,6,6,Centrostephanus rodgersii,99.5,51.5,315.8,200.3,51.2,28.6,4.49,17.5,16.21279291,9.056364788,297.6,10.57,10.85,-0.080428571,-0.455088919,15.12320106,1.078,12,2021,18.975,348,15.33412416
Fortescue Bay,-43.1399,147.9676,5,14/12/2021,21/12/2021,7,6,7,Centrostephanus rodgersii,76.5,36.5,203.5,140.4,13.8,11.9,2.28,9.1,6.781326781,5.847665848,175.2,10.08,3.07,0.961,0.681152063,15.12320106,1.078,12,2021,18.975,348,15.33412416
Fortescue Bay,-43.1399,147.9676,4,25/01/2022,31/01/2022,6,1,2,Centrostephanus rodgersii,90,38,222.71,155.28,34.32,20.4,2.17,12.96,15.41017467,9.159894033,222.96,10.16,2.78,1.168333333,0.869023256,17.80452769,1.024,1,2022,19.017,25,14.70470064
Fortescue Bay,-43.1399,147.9676,4,25/01/2022,31/01/2022,6,1,6,Centrostephanus rodgersii,102,43,337.57,238.32,57.43,15.7,1.71,18.85,17.01276772,4.650887223,330.3,8.55,5.21,0.495,0.10595655,17.80452769,1.024,1,2022,19.017,25,14.70470064
Fortescue Bay,-43.1399,147.9676,4,25/01/2022,31/01/2022,6,1,8,Centrostephanus rodgersii,98,41,286.75,199.41,38.27,16.29,1.92,12.68,13.34612031,5.680906713,266.65,9.68,5.51,0.633333333,0.279493066,17.80452769,1.024,1,2022,19.017,25,14.70470064
Fortescue Bay,-43.1399,147.9676,4,25/01/2022,31/01/2022,6,2,1,Centrostephanus rodgersii,73,27,156.83,118.89,19.41,9.1,0.97,8.48,12.37645859,5.802461264,155.88,9.58,3.09,1.02,0.796357232,17.80452769,1.024,1,2022,19.017,25,14.70470064
Fortescue Bay,-43.1399,147.9676,4,25/01/2022,31/01/2022,6,2,3,Centrostephanus rodgersii,98,44,332.48,235.09,52.53,12.84,1.24,20.3,15.79944658,3.861886429,320.76,9.01,0.49,1.358333333,0.972567902,17.80452769,1.024,1,2022,19.017,25,14.70470064
Fortescue Bay,-43.1399,147.9676,4,25/01/2022,31/01/2022,6,2,4,Centrostephanus rodgersii,86,35,218.91,156.56,36.04,13.5,2.54,11.56,16.46338678,6.166917911,217.66,8.5,3.33,0.8,0.504403035,17.80452769,1.024,1,2022,19.017,25,14.70470064
Fortescue Bay,-43.1399,147.9676,4,25/01/2022,31/01/2022,6,2,5,Centrostephanus rodgersii,71,31,146.55,111.8,15.2,9.03,1.03,8.73,10.37188673,6.16171955,144.76,8.1,3.04,0.781666667,0.572651226,17.80452769,1.024,1,2022,19.017,25,14.70470064
Fortescue Bay,-43.1399,147.9676,4,25/01/2022,31/01/2022,6,2,7,Centrostephanus rodgersii,83,36,204.6,156.21,12.16,20.95,2.83,12.38,5.943304008,10.23949169,201.7,9.49,1.94,1.196666667,0.915655623,17.80452769,1.024,1,2022,19.017,25,14.70470064
Fortescue Bay,-43.1399,147.9676,4,25/01/2022,31/01/2022,6,3,1,Centrostephanus rodgersii,92,39,288.4,205.87,37.7,18.43,2.67,14.74,13.07212205,6.390429958,276.74,9.56,3.95,0.873333333,0.518255135,17.80452769,1.024,1,2022,19.017,25,14.70470064
Fortescue Bay,-43.1399,147.9676,4,25/01/2022,31/01/2022,6,3,7,Centrostephanus rodgersii,87,35,211.04,167.73,18.24,20.14,2.7,12.83,8.642911296,9.543214556,218.94,10.66,6.97,0.553333333,0.265635836,17.80452769,1.024,1,2022,19.017,25,14.70470064
Fortescue Bay,-43.1399,147.9676,4,25/01/2022,31/01/2022,6,3,8,Centrostephanus rodgersii,85,40,214.98,154.12,33.22,12.6,1.47,13.21,15.45260024,5.861010327,213.15,8.48,2.39,0.953333333,0.661644933,17.80452769,1.024,1,2022,19.017,25,14.70470064
Fortescue Bay,-43.1399,147.9676,4,25/01/2022,31/01/2022,6,3,12,Centrostephanus rodgersii,75,32,181.87,109.43,23.36,1.69,0.18,12.51,12.84433936,0.929235168,146.99,6.77,5.59,0.135,-0.120602622,17.80452769,1.024,1,2022,19.017,25,14.70470064
Fortescue Bay,-43.1399,147.9676,4,25/01/2022,31/01/2022,6,4,2,Centrostephanus rodgersii,69,27,133.74,111.58,8.34,4.96,0.85,7.9,6.23598026,3.7086885,132.78,8.29,5.94,0.33,0.140719541,17.80452769,1.024,1,2022,19.017,25,14.70470064
Fortescue Bay,-43.1399,147.9676,4,25/01/2022,31/01/2022,6,4,3,Centrostephanus rodgersii,81,41,207.63,149.96,35.77,10.1,1.29,10.25,17.22776092,4.86442229,206.08,7.93,6.23,0.221666667,-0.06251616,17.80452769,1.024,1,2022,19.017,25,14.70470064
Fortescue Bay,-43.1399,147.9676,4,25/01/2022,31/01/2022,6,4,5,Centrostephanus rodgersii,94,46,218.36,106.5,29.7,9.84,1.3,15.1,13.6013922,4.506319839,161.14,6.68,6.43,-0.02,-0.315054208,17.80452769,1.024,1,2022,19.017,25,14.70470064
Fortescue Bay,-43.1399,147.9676,4,25/01/2022,31/01/2022,6,4,7,Centrostephanus rodgersii,90,62,292.51,202.81,66.25,9.37,1.12,13.79,22.64879833,3.203309289,292.22,6.68,0.11,1.033333333,0.675202093,17.80452769,1.024,1,2022,19.017,25,14.70470064
Fortescue Bay,-43.1399,147.9676,4,25/01/2022,31/01/2022,6,5,6,Centrostephanus rodgersii,94,42,194.17,143.72,25.83,9.68,1.18,13.93,13.30277592,4.98532214,193.16,6.89,2.46,0.676666667,0.40694457,17.80452769,1.024,1,2022,19.017,25,14.70470064
Fortescue Bay,-43.1399,147.9676,4,25/01/2022,31/01/2022,6,5,7,Centrostephanus rodgersii,104,51,370.06,254.73,74.42,15.21,1.74,18.44,20.11025239,4.110144301,362.8,6.95,2.9,0.613333333,0.204463592,17.80452769,1.024,1,2022,19.017,25,14.70470064
