Site,Latitude,Longitude,Depth,Date_Deploy,Date_Retrieve,Duration_Exposure,Cage_ID,Compartment,Species,Test_Diameter,Test_Height,Whole_Weight,Test_Weight,Gonad_Weight,Gut_WW,Gut_DW,Lantern_Weight,Gonad_Index,Gut_Index,Drained_Weight,Kelp_WW_Start,Kelp_WW_End,Consumption_Rate,resid,Mean_Logger_Temp,Mean_Nitrogen,month,year,Time,dayofyear,daylength
Fortescue Bay,-43.1399,147.9676,5,23/06/2022,28/06/2022,5,2,10,Centrostephanus rodgersii,90,46,304.6,190.2,33.2,7.4,0.84,11.9,10.89954038,2.429415627,242.7,6.15,1.4,0.95516,0.588290522,12.945086,1.646,6,2022,19.166,174,8.98334601
Fortescue Bay,-43.1399,147.9676,5,23/06/2022,28/06/2022,5,2,11,Centrostephanus rodgersii,79,33,169.3,130.9,22.8,4.6,0.02,10.2,13.46721796,2.717070289,168.5,5.85,4.91,0.19316,-0.04699022,12.945086,1.646,6,2022,19.166,174,8.98334601
Fortescue Bay,-43.1399,147.9676,5,23/06/2022,28/06/2022,5,3,4,Centrostephanus rodgersii,83,39,254.7,192.9,26,4.5,0.48,11.5,10.20808795,1.766784452,234.9,7.02,6.44,0.12116,-0.207107942,12.945086,1.646,6,2022,19.166,174,8.98334601
Fortescue Bay,-43.1399,147.9676,5,23/06/2022,28/06/2022,5,3,6,Centrostephanus rodgersii,81,37,216.1,146.8,49.2,9.2,2.2,9.8,22.76723739,4.257288292,215,4.95,4.74,0.04716,-0.245649524,12.945086,1.646,6,2022,19.166,174,8.98334601
Fortescue Bay,-43.1399,147.9676,5,23/06/2022,28/06/2022,5,3,9,Centrostephanus rodgersii,108,54,535.4,318.8,102.6,16.7,2.12,20.6,19.16324244,3.119163242,458.7,5.98,4,0.40116,-0.087398936,12.945086,1.646,6,2022,19.166,174,8.98334601
Fortescue Bay,-43.1399,147.9676,5,23/06/2022,28/06/2022,5,3,10,Centrostephanus rodgersii,107,47,439.3,278,93.8,12.2,2.05,20.1,21.35215115,2.777145459,404.1,6.9,7.01,-0.01684,-0.462715619,12.945086,1.646,6,2022,19.166,174,8.98334601
Fortescue Bay,-43.1399,147.9676,5,23/06/2022,28/06/2022,5,3,11,Centrostephanus rodgersii,91,44,218.6,201.4,44.2,12.6,1.47,14.9,20.21957914,5.763952425,273.1,6.36,4.14,0.44916,0.153868785,12.945086,1.646,6,2022,19.166,174,8.98334601
Fortescue Bay,-43.1399,147.9676,5,23/06/2022,28/06/2022,5,4,2,Centrostephanus rodgersii,109,47,395.7,270.5,86.6,15.6,2,18.3,21.88526662,3.942380591,391,6.79,6.46,0.07116,-0.352163482,12.945086,1.646,6,2022,19.166,174,8.98334601
Fortescue Bay,-43.1399,147.9676,5,23/06/2022,28/06/2022,5,4,4,Centrostephanus rodgersii,90,35,216.5,253.1,41,5.1,0.35,14.6,18.93764434,2.355658199,313.8,6.14,5.79,0.07516,-0.218048518,12.945086,1.646,6,2022,19.166,174,8.98334601
Fortescue Bay,-43.1399,147.9676,5,23/06/2022,28/06/2022,5,4,5,Centrostephanus rodgersii,84,38,230.2,156.8,47.1,5.5,1.15,12.7,20.46046916,2.389226759,222.1,6.95,6.99,-0.00284,-0.309286853,12.945086,1.646,6,2022,19.166,174,8.98334601
Fortescue Bay,-43.1399,147.9676,5,23/06/2022,28/06/2022,5,4,10,Centrostephanus rodgersii,107,45,378.1,250.3,75.4,16.7,2.53,18.4,19.94181433,4.416820947,360.8,6.59,7.05,-0.08684,-0.500347101,12.945086,1.646,6,2022,19.166,174,8.98334601
Fortescue Bay,-43.1399,147.9676,5,23/06/2022,28/06/2022,5,4,11,Centrostephanus rodgersii,89,36,262.2,159.9,37.1,8.8,1.17,13.1,14.1495042,3.356216629,218.9,7.93,5.94,0.40316,0.068630567,12.945086,1.646,6,2022,19.166,174,8.98334601
Fortescue Bay,-43.1399,147.9676,5,23/06/2022,28/06/2022,5,5,2,Centrostephanus rodgersii,94,42,264.4,186.5,52.4,4.4,0.77,13,19.81845688,1.664145234,256.3,7.1,6.6,0.10516,-0.231172189,12.945086,1.646,6,2022,19.166,174,8.98334601
Fortescue Bay,-43.1399,147.9676,5,23/06/2022,28/06/2022,5,5,7,Centrostephanus rodgersii,92,47,267.9,197.7,35.3,11.6,1.58,14.8,13.17655842,4.329973871,259.4,6.72,7.15,-0.08084,-0.420009522,12.945086,1.646,6,2022,19.166,174,8.98334601
Fortescue Bay,-43.1399,147.9676,5,23/06/2022,28/06/2022,5,5,9,Centrostephanus rodgersii,82,36,221.1,148.5,54,6.4,0.99,11.6,24.42333786,2.89461782,220.5,8.55,7.32,0.25116,-0.046584685,12.945086,1.646,6,2022,19.166,174,8.98334601
Fortescue Bay,-43.1399,147.9676,5,23/06/2022,28/06/2022,5,5,12,Centrostephanus rodgersii,103,45,361.2,227.2,112.6,8.3,1.54,15.2,31.17386489,2.297895903,363.3,6.16,7.4,-0.24284,-0.646481258,12.945086,1.646,6,2022,19.166,174,8.98334601
Fortescue Bay,-43.1399,147.9676,5,23/06/2022,28/06/2022,5,6,1,Centrostephanus rodgersii,85,33,231.8,150.9,32.4,3.9,0.28,11.5,13.97756687,1.682484901,198.7,5.59,5.4,0.04316,-0.264781272,12.945086,1.646,6,2022,19.166,174,8.98334601
Fortescue Bay,-43.1399,147.9676,5,23/06/2022,28/06/2022,5,6,2,Centrostephanus rodgersii,81,33,195.7,141,33.4,4.1,0.47,12.2,17.06693919,2.095043434,190.7,7.94,7.66,0.06116,-0.210255524,12.945086,1.646,6,2022,19.166,174,8.98334601
Fortescue Bay,-43.1399,147.9676,5,23/06/2022,28/06/2022,5,6,6,Centrostephanus rodgersii,81,40,234,175.2,29.6,11.9,1.69,13.2,12.64957265,5.085470085,229.9,6.71,6.64,0.01916,-0.290819341,12.945086,1.646,6,2022,19.166,174,8.98334601
Fortescue Bay,-43.1399,147.9676,5,23/06/2022,28/06/2022,5,6,7,Centrostephanus rodgersii,81,37,249.7,161.6,35.5,4.7,0.4,11.2,14.21706047,1.88225871,213,7.25,6.71,0.11316,-0.210830327,12.945086,1.646,6,2022,19.166,174,8.98334601
Fortescue Bay,-43.1399,147.9676,5,23/06/2022,28/06/2022,5,6,10,Centrostephanus rodgersii,90,40,269.8,187.1,54.4,9.1,1.2,13.4,20.16308377,3.372868792,264,6.34,5.83,0.10716,-0.233534305,12.945086,1.646,6,2022,19.166,174,8.98334601
Fortescue Bay,-43.1399,147.9676,5,9/08/2022,17/08/2022,8,1,2,Centrostephanus rodgersii,71,34,201.6,90.4,4.4,11.2,2.42,7.7,2.182539683,5.555555556,113.7,5.62,4.88,0.030125,-0.247699046,12.70478261,2.076,8,2022,19.213,221,10.07144209
Fortescue Bay,-43.1399,147.9676,5,9/08/2022,17/08/2022,8,1,3,Centrostephanus rodgersii,82,40,108.9,154.4,8.1,20.7,2.9,13,7.438016529,19.00826446,196.2,6.53,4.25,0.222625,0.077675371,12.70478261,2.076,8,2022,19.213,221,10.07144209
Fortescue Bay,-43.1399,147.9676,5,9/08/2022,17/08/2022,8,1,5,Centrostephanus rodgersii,83,42,189.8,142.8,10.2,20.8,3.31,13.1,5.374077977,10.95890411,186.9,12.99,3.19,1.162625,0.897814191,12.70478261,2.076,8,2022,19.213,221,10.07144209
Fortescue Bay,-43.1399,147.9676,5,9/08/2022,17/08/2022,8,1,10,Centrostephanus rodgersii,96,40,238.4,185.8,7.6,22,5.07,11.5,3.187919463,9.228187919,226.9,6.68,5.4,0.097625,-0.216373618,12.70478261,2.076,8,2022,19.213,221,10.07144209
Fortescue Bay,-43.1399,147.9676,5,9/08/2022,17/08/2022,8,1,11,Centrostephanus rodgersii,94,56,256.2,198.7,16.7,17.7,3.22,15,6.518345043,6.908665105,248.1,6.02,1.64,0.485125,0.155590138,12.70478261,2.076,8,2022,19.213,221,10.07144209
Fortescue Bay,-43.1399,147.9676,5,9/08/2022,17/08/2022,8,2,1,Centrostephanus rodgersii,79,34,164.7,131.8,6.1,10.5,2.64,9.5,3.703703704,6.375227687,157.9,7.29,7.18,-0.048625,-0.282831869,12.70478261,2.076,8,2022,19.213,221,10.07144209
Fortescue Bay,-43.1399,147.9676,5,9/08/2022,17/08/2022,8,2,6,Centrostephanus rodgersii,82,36,157.6,128.9,7.4,5,1.35,9.3,4.695431472,3.172588832,150.6,6.81,0.84,0.683875,0.459175511,12.70478261,2.076,8,2022,19.213,221,10.07144209
Fortescue Bay,-43.1399,147.9676,5,9/08/2022,17/08/2022,8,2,9,Centrostephanus rodgersii,104,53,262.2,215.4,13.4,16.4,4.02,17.4,5.110602593,6.254767353,262.6,6.3,6.06,-0.032375,-0.366904433,12.70478261,2.076,8,2022,19.213,221,10.07144209
Fortescue Bay,-43.1399,147.9676,5,9/08/2022,17/08/2022,8,2,10,Centrostephanus rodgersii,78,36,161.5,90.2,14.9,17.7,2.86,5.2,9.226006192,10.95975232,128,5.83,4.66,0.083875,-0.146098633,12.70478261,2.076,8,2022,19.213,221,10.07144209
Fortescue Bay,-43.1399,147.9676,5,9/08/2022,17/08/2022,8,2,12,Centrostephanus rodgersii,84,37,189.4,149,8.2,10.8,2.1,10,4.329461457,5.702217529,178,7.4,6.76,0.017625,-0.246730627,12.70478261,2.076,8,2022,19.213,221,10.07144209
Fortescue Bay,-43.1399,147.9676,5,9/08/2022,17/08/2022,8,3,1,Centrostephanus rodgersii,88,46,230.3,176,12.7,16.6,2.84,14.3,5.514546244,7.207989579,219.6,7.11,5.22,0.173875,-0.132665558,12.70478261,2.076,8,2022,19.213,221,10.07144209
Fortescue Bay,-43.1399,147.9676,5,9/08/2022,17/08/2022,8,3,6,Centrostephanus rodgersii,70,43,149.4,119.6,6.7,12.5,2.53,10,4.484605087,8.366800535,148.8,7.35,5.92,0.116375,-0.096796028,12.70478261,2.076,8,2022,19.213,221,10.07144209
Fortescue Bay,-43.1399,147.9676,5,9/08/2022,17/08/2022,8,3,8,Centrostephanus rodgersii,84,38,113,93.4,5.1,9.6,1.55,9.7,4.513274336,8.495575221,117.8,5.94,5.82,-0.047375,-0.200298488,12.70478261,2.076,8,2022,19.213,221,10.07144209
Fortescue Bay,-43.1399,147.9676,5,9/08/2022,17/08/2022,8,3,11,Centrostephanus rodgersii,82,46,184.3,145,18.1,10.4,2.35,13.1,9.820944113,5.642973413,186.6,5.33,1.6,0.403875,0.145408712,12.70478261,2.076,8,2022,19.213,221,10.07144209
Fortescue Bay,-43.1399,147.9676,5,9/08/2022,17/08/2022,8,3,12,Centrostephanus rodgersii,88,42,197.6,159.3,12,15.4,3.09,13.5,6.072874494,7.793522267,200.2,6.23,5.78,-0.006125,-0.279625137,12.70478261,2.076,8,2022,19.213,221,10.07144209
Fortescue Bay,-43.1399,147.9676,5,9/08/2022,17/08/2022,8,4,2,Centrostephanus rodgersii,83,36,178,146.1,4.9,13.4,2.43,9.4,2.752808989,7.528089888,173.8,7.92,5.55,0.233875,-0.017087017,12.70478261,2.076,8,2022,19.213,221,10.07144209
Fortescue Bay,-43.1399,147.9676,5,9/08/2022,17/08/2022,8,4,5,Centrostephanus rodgersii,93,41,231.8,177.7,18.2,10.3,2.09,14.2,7.851596204,4.443485764,220.4,5.82,4.88,0.055125,-0.252816272,12.70478261,2.076,8,2022,19.213,221,10.07144209
Fortescue Bay,-43.1399,147.9676,5,9/08/2022,17/08/2022,8,4,6,Centrostephanus rodgersii,81,37,162.8,126.5,7.6,10.6,2.48,9.8,4.668304668,6.511056511,154.5,6.79,6.17,0.015125,-0.216578414,12.70478261,2.076,8,2022,19.213,221,10.07144209
Fortescue Bay,-43.1399,147.9676,5,9/08/2022,17/08/2022,8,4,7,Centrostephanus rodgersii,101,53,329.1,241.3,21.3,26.6,4.62,22,6.472196901,8.082649651,311.2,7.92,6.11,0.163875,-0.219685827,12.70478261,2.076,8,2022,19.213,221,10.07144209
Fortescue Bay,-43.1399,147.9676,5,9/08/2022,17/08/2022,8,4,10,Centrostephanus rodgersii,97,47,277.5,216.4,16.4,20,3.37,12.1,5.90990991,7.207207207,264.9,6.51,6.22,-0.026125,-0.372890671,12.70478261,2.076,8,2022,19.213,221,10.07144209
Fortescue Bay,-43.1399,147.9676,5,9/08/2022,17/08/2022,8,5,2,Centrostephanus rodgersii,79,30,169.8,124.5,6.4,14.2,2.61,11.9,3.769140165,8.362779741,157,7.44,3.55,0.423875,0.18308852,12.70478261,2.076,8,2022,19.213,221,10.07144209
Fortescue Bay,-43.1399,147.9676,5,9/08/2022,17/08/2022,8,5,3,Centrostephanus rodgersii,84,37,164.8,135.1,11.3,10.9,2.15,10.1,6.856796117,6.61407767,167.4,6.45,1.03,0.615125,0.380787172,12.70478261,2.076,8,2022,19.213,221,10.07144209
Fortescue Bay,-43.1399,147.9676,5,9/08/2022,17/08/2022,8,5,4,Centrostephanus rodgersii,79,31,151.7,119.6,10.8,9.1,2.01,11.2,7.119314436,5.998681608,150.7,5.81,5.15,0.020125,-0.196342262,12.70478261,2.076,8,2022,19.213,221,10.07144209
Fortescue Bay,-43.1399,147.9676,5,9/08/2022,17/08/2022,8,5,12,Centrostephanus rodgersii,118,69,335,239.9,18,33.9,7.32,16.1,5.373134328,10.11940299,307.9,7.11,5.2,0.176375,-0.211019566,12.70478261,2.076,8,2022,19.213,221,10.07144209
Fortescue Bay,-43.1399,147.9676,5,9/08/2022,17/08/2022,8,6,1,Centrostephanus rodgersii,95,42,185,152.5,7.8,7.2,1.68,13.2,4.216216216,3.891891892,180.7,8.23,6.63,0.137625,-0.12165921,12.70478261,2.076,8,2022,19.213,221,10.07144209
Fortescue Bay,-43.1399,147.9676,5,9/08/2022,17/08/2022,8,6,3,Centrostephanus rodgersii,81,33,181.6,144.4,5.3,11,2.5,9.6,2.918502203,6.057268722,170.3,6.73,6.35,-0.014875,-0.270157077,12.70478261,2.076,8,2022,19.213,221,10.07144209
Fortescue Bay,-43.1399,147.9676,5,9/08/2022,17/08/2022,8,6,5,Centrostephanus rodgersii,90,44,207,172.1,6.3,18.6,3.04,11.1,3.043478261,8.985507246,208.1,6.39,1.18,0.588875,0.305347825,12.70478261,2.076,8,2022,19.213,221,10.07144209
Fortescue Bay,-43.1399,147.9676,5,9/08/2022,17/08/2022,8,6,8,Centrostephanus rodgersii,102,55,346,260.9,22.3,24.5,3.83,18.5,6.445086705,7.080924855,326.2,6.69,7,-0.101125,-0.495490257,12.70478261,2.076,8,2022,19.213,221,10.07144209
Fortescue Bay,-43.1399,147.9676,5,6/09/2022,14/09/2022,8,1,3,Centrostephanus rodgersii,94,47,281.8,198.2,25.8,20.6,3.91,14.6,9.155429383,7.310149042,259.2,9.66,6.3,0.37275,0.022666723,12.54173095,1.718,9,2022,19.241,249,11.3040945
Fortescue Bay,-43.1399,147.9676,5,6/09/2022,14/09/2022,8,1,4,Centrostephanus rodgersii,79,37,198.8,140.2,9.5,13.9,2.48,8.8,4.778672032,6.99195171,172.4,6.77,6.54,-0.0185,-0.293306433,12.54173095,1.718,9,2022,19.241,249,11.3040945
Fortescue Bay,-43.1399,147.9676,5,6/09/2022,14/09/2022,8,1,6,Centrostephanus rodgersii,87,35,206.1,166.8,6,20.5,2.44,9.7,2.911208151,9.946627851,203,7.05,3.17,0.43775,0.155162939,12.54173095,1.718,9,2022,19.241,249,11.3040945
Fortescue Bay,-43.1399,147.9676,5,6/09/2022,14/09/2022,8,1,7,Centrostephanus rodgersii,90,38,253.8,146.2,19.6,29.5,4.07,13.4,7.722616233,11.62332545,208.7,7.52,2.32,0.60275,0.275245796,12.54173095,1.718,9,2022,19.241,249,11.3040945
Fortescue Bay,-43.1399,147.9676,5,6/09/2022,14/09/2022,8,1,9,Centrostephanus rodgersii,87.5,40,205.5,153.2,11.5,17.9,2.91,10,5.596107056,8.710462287,192.6,7.87,7.94,-0.056,-0.337958035,12.54173095,1.718,9,2022,19.241,249,11.3040945
Fortescue Bay,-43.1399,147.9676,5,6/09/2022,14/09/2022,8,2,2,Centrostephanus rodgersii,87,30,204,41.8,13.4,15.1,2.4,10.2,6.568627451,7.401960784,80.5,7.62,6.42,0.10275,-0.177627399,12.54173095,1.718,9,2022,19.241,249,11.3040945
Fortescue Bay,-43.1399,147.9676,5,6/09/2022,14/09/2022,8,2,5,Centrostephanus rodgersii,75,38,187.3,144.4,9.5,9.6,4.41,13.3,5.072076882,5.125467165,176.8,9.02,8.28,0.04525,-0.216700042,12.54173095,1.718,9,2022,19.241,249,11.3040945
Fortescue Bay,-43.1399,147.9676,5,6/09/2022,14/09/2022,8,2,8,Centrostephanus rodgersii,91,45,245.5,180.6,15,31.1,6.39,13.3,6.109979633,12.66802444,240,8.76,8.35,0.004,-0.316330407,12.54173095,1.718,9,2022,19.241,249,11.3040945
Fortescue Bay,-43.1399,147.9676,5,6/09/2022,14/09/2022,8,2,9,Centrostephanus rodgersii,88,45,240.2,175.7,12.2,10.9,1.91,14,5.079100749,4.537885096,212.8,9.53,8.65,0.06275,-0.252871528,12.54173095,1.718,9,2022,19.241,249,11.3040945
Fortescue Bay,-43.1399,147.9676,5,6/09/2022,14/09/2022,8,2,11,Centrostephanus rodgersii,84,40,201.8,151.3,10.1,10.4,1.31,10.2,5.004955401,5.153617443,182,8.87,7.54,0.119,-0.159037983,12.54173095,1.718,9,2022,19.241,249,11.3040945
Fortescue Bay,-43.1399,147.9676,5,6/09/2022,14/09/2022,8,3,1,Centrostephanus rodgersii,99,50,321.6,230.9,22.8,23,3.36,19.5,7.089552239,7.151741294,296.2,8.26,5.85,0.254,-0.124586982,12.54173095,1.718,9,2022,19.241,249,11.3040945
Fortescue Bay,-43.1399,147.9676,5,6/09/2022,14/09/2022,8,3,3,Centrostephanus rodgersii,83,37,207,140,15.7,14,1.92,12,7.584541063,6.763285024,181.7,8.36,7.96,0.00275,-0.280777175,12.54173095,1.718,9,2022,19.241,249,11.3040945
Fortescue Bay,-43.1399,147.9676,5,6/09/2022,14/09/2022,8,3,6,Centrostephanus rodgersii,80,37.5,163.6,124.9,12.5,13.9,2.04,7.7,7.640586797,8.496332518,159,8.98,7.37,0.154,-0.078761043,12.54173095,1.718,9,2022,19.241,249,11.3040945
Fortescue Bay,-43.1399,147.9676,5,6/09/2022,14/09/2022,8,3,9,Centrostephanus rodgersii,83,35,172.4,135.5,9.6,11.5,2.08,9.5,5.568445476,6.670533643,166.1,7.81,6.65,0.09775,-0.146315124,12.54173095,1.718,9,2022,19.241,249,11.3040945
Fortescue Bay,-43.1399,147.9676,5,6/09/2022,14/09/2022,8,3,11,Centrostephanus rodgersii,86,37,184,147.7,10,10.9,2.1,10.5,5.434782609,5.923913043,179.1,7.65,7,0.034,-0.224114799,12.54173095,1.718,9,2022,19.241,249,11.3040945
Fortescue Bay,-43.1399,147.9676,5,6/09/2022,14/09/2022,8,4,1,Centrostephanus rodgersii,102,42,259.1,188.1,11.6,28.2,5.65,15.2,4.477035893,10.88382864,243.1,7.76,7.08,0.03775,-0.294213344,12.54173095,1.718,9,2022,19.241,249,11.3040945
Fortescue Bay,-43.1399,147.9676,5,6/09/2022,14/09/2022,8,4,4,Centrostephanus rodgersii,84,37,176.6,133.2,13.2,15.5,3.13,11.8,7.474518686,8.776896942,173.7,6.95,7.13,-0.06975,-0.319008352,12.54173095,1.718,9,2022,19.241,249,11.3040945
Fortescue Bay,-43.1399,147.9676,5,6/09/2022,14/09/2022,8,4,6,Centrostephanus rodgersii,105,53,364.7,265.6,24.4,33.5,5.74,17.3,6.690430491,9.185632026,340.8,7.38,3.55,0.4315,0.025778149,12.54173095,1.718,9,2022,19.241,249,11.3040945
Fortescue Bay,-43.1399,147.9676,5,6/09/2022,14/09/2022,8,4,8,Centrostephanus rodgersii,94,40,201.3,154.9,16.1,10.2,1.89,11.4,7.998012916,5.067064083,192.6,7.22,6.32,0.06525,-0.212252742,12.54173095,1.718,9,2022,19.241,249,11.3040945
Fortescue Bay,-43.1399,147.9676,5,6/09/2022,14/09/2022,8,4,11,Centrostephanus rodgersii,110,51,338.5,253.7,14.5,33.7,6.01,22,4.283604136,9.955686854,323.9,7.25,2.74,0.5165,0.126862963,12.54173095,1.718,9,2022,19.241,249,11.3040945
Fortescue Bay,-43.1399,147.9676,5,6/09/2022,14/09/2022,8,5,1,Centrostephanus rodgersii,87,40,167.1,129.8,6.5,8.7,1.38,13.1,3.889886296,5.206463196,158.1,6.63,6.32,-0.0085,-0.245828165,12.54173095,1.718,9,2022,19.241,249,11.3040945
Fortescue Bay,-43.1399,147.9676,5,6/09/2022,14/09/2022,8,5,4,Centrostephanus rodgersii,79,34,159.4,117.6,15,12.3,1.62,9.3,9.410288582,7.716436637,154.2,7.48,5.44,0.20775,-0.019399739,12.54173095,1.718,9,2022,19.241,249,11.3040945
Fortescue Bay,-43.1399,147.9676,5,6/09/2022,14/09/2022,8,5,7,Centrostephanus rodgersii,95,42,259.4,190.9,15.3,22.6,3.56,13.6,5.898226677,8.712413261,242.4,6.14,5.19,0.0715,-0.260713014,12.54173095,1.718,9,2022,19.241,249,11.3040945
Fortescue Bay,-43.1399,147.9676,5,6/09/2022,14/09/2022,8,5,9,Centrostephanus rodgersii,92,42,208.9,158.4,11.8,18.5,2.67,11.6,5.648635711,8.85591192,200.3,5.89,4.46,0.1315,-0.15399851,12.54173095,1.718,9,2022,19.241,249,11.3040945
Fortescue Bay,-43.1399,147.9676,5,6/09/2022,14/09/2022,8,5,10,Centrostephanus rodgersii,114,55,447.9,344.5,30.9,20.8,2.9,22.2,6.898861353,4.643893726,418.4,10.9,9.15,0.1715,-0.278558573,12.54173095,1.718,9,2022,19.241,249,11.3040945
Fortescue Bay,-43.1399,147.9676,5,6/09/2022,14/09/2022,8,6,4,Centrostephanus rodgersii,85,38,277,198.8,10.6,25.8,4.46,14.2,3.826714801,9.314079422,249.4,8.69,7.23,0.13525,-0.211126572,12.54173095,1.718,9,2022,19.241,249,11.3040945
Fortescue Bay,-43.1399,147.9676,5,6/09/2022,14/09/2022,8,6,5,Centrostephanus rodgersii,79,38,152.9,114,8.9,14.2,2.62,10.7,5.820797907,9.287115762,147.8,8.12,6.7,0.13025,-0.087917252,12.54173095,1.718,9,2022,19.241,249,11.3040945
Fortescue Bay,-43.1399,147.9676,5,6/09/2022,14/09/2022,8,6,7,Centrostephanus rodgersii,85,37,261.8,148.6,16.8,17.1,2.87,11.8,6.417112299,6.531703591,194.3,7.46,6.9,0.02275,-0.311450035,12.54173095,1.718,9,2022,19.241,249,11.3040945
Fortescue Bay,-43.1399,147.9676,5,6/09/2022,14/09/2022,8,6,10,Centrostephanus rodgersii,78,35,187.2,132,8.4,13.6,1.73,9.3,4.487179487,7.264957265,163.3,8.66,7.88,0.05025,-0.211584819,12.54173095,1.718,9,2022,19.241,249,11.3040945
Fortescue Bay,-43.1399,147.9676,5,6/09/2022,14/09/2022,8,6,12,Centrostephanus rodgersii,84,32,192.8,151.5,11.2,14.1,2.3,10.4,5.809128631,7.313278008,187.2,9.28,8.89,0.0015,-0.266694399,12.54173095,1.718,9,2022,19.241,249,11.3040945
Fortescue Bay,-43.1399,147.9676,5,3/11/2022,11/11/2022,8,1,3,Centrostephanus rodgersii,79,27,168.2,108.5,2.8,6.5,0.75,5.7,1.664684899,3.864447087,123.5,8.1,5.58,0.228,-0.010743806,14.41747447,1.612,11,2022,19.299,307,14.07520375
Fortescue Bay,-43.1399,147.9676,5,3/11/2022,11/11/2022,8,1,4,Centrostephanus rodgersii,76,27,145.1,110.8,9.3,7.9,1.19,8.7,6.409372846,5.44452102,136.7,8,7.5,-0.0245,-0.231370071,14.41747447,1.612,11,2022,19.299,307,14.07520375
Fortescue Bay,-43.1399,147.9676,5,3/11/2022,11/11/2022,8,1,6,Centrostephanus rodgersii,82,28,171.8,129.9,10.8,12.3,1.97,11.1,6.286379511,7.159487776,164.1,7.42,5.23,0.18675,-0.056562924,14.41747447,1.612,11,2022,19.299,307,14.07520375
Fortescue Bay,-43.1399,147.9676,5,3/11/2022,11/11/2022,8,1,7,Centrostephanus rodgersii,70,31,92.7,73.6,5.3,8.5,1.7,6.2,5.717367853,9.169363538,93.6,7.92,8.92,-0.212,-0.322199659,14.41747447,1.612,11,2022,19.299,307,14.07520375
Fortescue Bay,-43.1399,147.9676,5,3/11/2022,11/11/2022,8,2,1,Centrostephanus rodgersii,77,32,152.6,93,12.4,10,1.66,11.7,8.125819135,6.553079948,127.1,8.21,5.85,0.208,-0.009743508,14.41747447,1.612,11,2022,19.299,307,14.07520375
