datetime,temp,month,year
2021-10-08,12.46,10,2021
2021-10-08,12.492,10,2021
2021-10-08,12.546,10,2021
2021-10-08,12.706,10,2021
2021-10-08,12.835,10,2021
2021-10-08,12.932,10,2021
2021-10-08,12.964,10,2021
2021-10-08,13.017,10,2021
2021-10-08,13.06,10,2021
2021-10-08,13.071,10,2021
2021-10-08,13.103,10,2021
2021-10-08,13.071,10,2021
2021-10-08,13.028,10,2021
2021-10-08,12.921,10,2021
2021-10-08,12.771,10,2021
2021-10-09,12.717,10,2021
2021-10-09,12.728,10,2021
2021-10-09,12.782,10,2021
2021-10-09,12.803,10,2021
2021-10-09,12.824,10,2021
2021-10-09,12.76,10,2021
2021-10-09,12.739,10,2021
2021-10-09,12.696,10,2021
2021-10-09,12.706,10,2021
2021-10-09,12.685,10,2021
2021-10-09,12.674,10,2021
2021-10-09,12.674,10,2021
2021-10-09,12.717,10,2021
2021-10-09,12.782,10,2021
2021-10-09,12.76,10,2021
2021-10-09,12.792,10,2021
2021-10-09,12.792,10,2021
2021-10-09,12.782,10,2021
2021-10-09,12.846,10,2021
2021-10-09,13.286,10,2021
2021-10-09,13.35,10,2021
2021-10-09,13.211,10,2021
2021-10-09,12.739,10,2021
2021-10-09,12.685,10,2021
2021-10-10,12.653,10,2021
2021-10-10,12.696,10,2021
2021-10-10,12.674,10,2021
2021-10-10,12.653,10,2021
2021-10-10,12.674,10,2021
2021-10-10,12.685,10,2021
2021-10-10,12.642,10,2021
2021-10-10,12.642,10,2021
2021-10-10,12.567,10,2021
2021-10-10,12.578,10,2021
2021-10-10,12.588,10,2021
2021-10-10,12.653,10,2021
2021-10-10,12.717,10,2021
2021-10-10,12.792,10,2021
2021-10-10,12.835,10,2021
2021-10-10,12.857,10,2021
2021-10-10,12.846,10,2021
2021-10-10,12.792,10,2021
2021-10-10,12.803,10,2021
2021-10-10,12.749,10,2021
2021-10-10,12.685,10,2021
2021-10-10,12.653,10,2021
2021-10-10,12.621,10,2021
2021-10-10,12.588,10,2021
2021-10-11,12.567,10,2021
2021-10-11,12.513,10,2021
2021-10-11,12.438,10,2021
2021-10-11,12.406,10,2021
2021-10-11,12.363,10,2021
2021-10-11,12.342,10,2021
2021-10-11,12.363,10,2021
2021-10-11,12.331,10,2021
2021-10-11,12.342,10,2021
2021-10-11,12.385,10,2021
2021-10-11,12.438,10,2021
2021-10-11,12.492,10,2021
2021-10-11,12.535,10,2021
2021-10-11,12.588,10,2021
2021-10-11,12.631,10,2021
2021-10-11,12.642,10,2021
2021-10-11,12.674,10,2021
2021-10-11,12.674,10,2021
2021-10-11,12.653,10,2021
2021-10-11,12.621,10,2021
2021-10-11,12.599,10,2021
2021-10-11,12.588,10,2021
2021-10-11,12.588,10,2021
2021-10-11,12.588,10,2021
2021-10-12,12.556,10,2021
2021-10-12,12.535,10,2021
2021-10-12,12.535,10,2021
2021-10-12,12.546,10,2021
2021-10-12,12.513,10,2021
2021-10-12,12.449,10,2021
2021-10-12,12.46,10,2021
2021-10-12,12.438,10,2021
2021-10-12,12.438,10,2021
2021-10-12,12.471,10,2021
2021-10-12,12.503,10,2021
2021-10-12,12.599,10,2021
2021-10-12,12.696,10,2021
2021-10-12,12.771,10,2021
2021-10-12,12.889,10,2021
2021-10-12,12.975,10,2021
2021-10-12,12.975,10,2021
2021-10-12,12.932,10,2021
2021-10-12,13.017,10,2021
2021-10-12,13.039,10,2021
2021-10-12,13.007,10,2021
2021-10-12,12.964,10,2021
2021-10-12,12.921,10,2021
2021-10-12,12.9,10,2021
2021-10-13,12.824,10,2021
2021-10-13,12.782,10,2021
2021-10-13,12.728,10,2021
2021-10-13,12.696,10,2021
2021-10-13,12.621,10,2021
2021-10-13,12.599,10,2021
2021-10-13,12.588,10,2021
2021-10-13,12.556,10,2021
2021-10-13,12.513,10,2021
2021-10-13,12.578,10,2021
2021-10-13,12.61,10,2021
2021-10-13,12.642,10,2021
2021-10-13,12.749,10,2021
2021-10-13,12.782,10,2021
2021-10-13,12.771,10,2021
2021-10-13,12.749,10,2021
2021-10-13,12.739,10,2021
2021-10-13,12.728,10,2021
2021-10-13,12.717,10,2021
2021-10-13,12.674,10,2021
2021-10-13,12.642,10,2021
2021-10-13,12.599,10,2021
2021-10-13,12.578,10,2021
2021-10-13,12.567,10,2021
2021-12-14,14.98,12,2021
2021-12-14,14.991,12,2021
2021-12-14,14.991,12,2021
2021-12-14,14.937,12,2021
2021-12-14,14.937,12,2021
2021-12-14,14.937,12,2021
2021-12-14,14.927,12,2021
2021-12-14,14.916,12,2021
2021-12-14,14.744,12,2021
2021-12-14,14.819,12,2021
2021-12-14,14.701,12,2021
2021-12-14,14.433,12,2021
2021-12-14,14.701,12,2021
2021-12-14,14.337,12,2021
2021-12-14,14.873,12,2021
2021-12-14,14.841,12,2021
2021-12-14,14.969,12,2021
2021-12-14,15.152,12,2021
2021-12-14,15.259,12,2021
2021-12-14,15.366,12,2021
2021-12-14,15.28,12,2021
2021-12-14,15.313,12,2021
2021-12-14,15.023,12,2021
2021-12-14,15.323,12,2021
2021-12-15,15.109,12,2021
2021-12-15,15.066,12,2021
2021-12-15,14.927,12,2021
2021-12-15,14.787,12,2021
2021-12-15,14.712,12,2021
2021-12-15,14.744,12,2021
2021-12-15,14.744,12,2021
2021-12-15,14.969,12,2021
2021-12-15,14.734,12,2021
2021-12-15,14.712,12,2021
2021-12-15,14.701,12,2021
2021-12-15,14.648,12,2021
2021-12-15,14.734,12,2021
2021-12-15,15.055,12,2021
2021-12-15,15.28,12,2021
2021-12-15,15.13,12,2021
2021-12-15,15.313,12,2021
2021-12-15,15.291,12,2021
2021-12-15,15.195,12,2021
2021-12-15,15.098,12,2021
2021-12-15,14.98,12,2021
2021-12-15,14.937,12,2021
2021-12-15,14.884,12,2021
2021-12-15,14.841,12,2021
2021-12-16,14.798,12,2021
2021-12-16,14.701,12,2021
2021-12-16,14.594,12,2021
2021-12-16,14.498,12,2021
2021-12-16,14.498,12,2021
2021-12-16,14.53,12,2021
2021-12-16,14.498,12,2021
2021-12-16,14.562,12,2021
2021-12-16,14.616,12,2021
2021-12-16,14.691,12,2021
2021-12-16,14.798,12,2021
2021-12-16,14.894,12,2021
2021-12-16,14.959,12,2021
2021-12-16,14.98,12,2021
2021-12-16,14.991,12,2021
2021-12-16,14.894,12,2021
2021-12-16,14.776,12,2021
2021-12-16,14.787,12,2021
2021-12-16,14.927,12,2021
2021-12-16,14.851,12,2021
2021-12-16,14.841,12,2021
2021-12-16,14.862,12,2021
2021-12-16,14.787,12,2021
2021-12-16,14.776,12,2021
2021-12-17,14.787,12,2021
2021-12-17,14.819,12,2021
2021-12-17,14.83,12,2021
2021-12-17,14.873,12,2021
2021-12-17,14.916,12,2021
2021-12-17,14.873,12,2021
2021-12-17,14.841,12,2021
2021-12-17,14.841,12,2021
2021-12-17,14.841,12,2021
2021-12-17,14.809,12,2021
2021-12-17,14.862,12,2021
2021-12-17,14.894,12,2021
2021-12-17,14.916,12,2021
2021-12-17,14.969,12,2021
2021-12-17,15.034,12,2021
2021-12-17,15.152,12,2021
2021-12-17,15.474,12,2021
2021-12-17,15.527,12,2021
2021-12-17,15.559,12,2021
2021-12-17,15.602,12,2021
2021-12-17,15.624,12,2021
2021-12-17,15.645,12,2021
2021-12-17,15.592,12,2021
2021-12-17,15.527,12,2021
2021-12-18,15.538,12,2021
2021-12-18,15.549,12,2021
2021-12-18,15.527,12,2021
2021-12-18,15.527,12,2021
2021-12-18,15.42,12,2021
2021-12-18,15.42,12,2021
2021-12-18,15.42,12,2021
2021-12-18,15.42,12,2021
2021-12-18,15.441,12,2021
2021-12-18,15.474,12,2021
2021-12-18,15.42,12,2021
2021-12-18,15.463,12,2021
2021-12-18,15.506,12,2021
2021-12-18,15.538,12,2021
2021-12-18,15.688,12,2021
2021-12-18,15.935,12,2021
2021-12-18,15.742,12,2021
2021-12-18,15.849,12,2021
2021-12-18,15.795,12,2021
2021-12-18,15.592,12,2021
2021-12-18,15.527,12,2021
2021-12-18,15.463,12,2021
2021-12-18,15.388,12,2021
2021-12-18,15.42,12,2021
2021-12-19,15.356,12,2021
2021-12-19,15.366,12,2021
2021-12-19,14.873,12,2021
2021-12-19,14.648,12,2021
2021-12-19,14.787,12,2021
2021-12-19,14.766,12,2021
2021-12-19,14.809,12,2021
2021-12-19,14.809,12,2021
2021-12-19,14.841,12,2021
2021-12-19,15.002,12,2021
2021-12-19,15.173,12,2021
2021-12-19,15.27,12,2021
2021-12-19,15.345,12,2021
2021-12-19,15.463,12,2021
2021-12-19,15.463,12,2021
2021-12-19,15.474,12,2021
2021-12-19,15.602,12,2021
2021-12-19,15.634,12,2021
2021-12-19,15.581,12,2021
2021-12-19,15.538,12,2021
2021-12-19,15.42,12,2021
2021-12-19,15.366,12,2021
2021-12-19,15.366,12,2021
2021-12-19,15.334,12,2021
2021-12-20,15.291,12,2021
2021-12-20,15.248,12,2021
2021-12-20,15.205,12,2021
2021-12-20,15.195,12,2021
2021-12-20,15.184,12,2021
2021-12-20,15.152,12,2021
2021-12-20,15.077,12,2021
2021-12-20,15.045,12,2021
2021-12-20,15.087,12,2021
2021-12-20,15.098,12,2021
2021-12-20,15.152,12,2021
2021-12-20,15.248,12,2021
2021-12-20,15.313,12,2021
2021-12-20,15.42,12,2021
2021-12-20,15.484,12,2021
2021-12-20,15.57,12,2021
2021-12-20,15.527,12,2021
2021-12-20,15.27,12,2021
2021-12-20,15.27,12,2021
2021-12-20,15.366,12,2021
2021-12-20,15.302,12,2021
2021-12-20,15.205,12,2021
2021-12-20,15.087,12,2021
2021-12-20,15.055,12,2021
2021-12-21,15.034,12,2021
2021-12-21,15.023,12,2021
2021-12-21,14.969,12,2021
2021-12-21,15.034,12,2021
2021-12-21,15.045,12,2021
2021-12-21,15.034,12,2021
2021-12-21,15.023,12,2021
2021-12-21,15.045,12,2021
2021-12-21,15.055,12,2021
2021-12-21,15.098,12,2021
2021-12-21,15.195,12,2021
2021-12-21,15.28,12,2021
2021-12-21,15.366,12,2021
2021-12-21,15.377,12,2021
2021-12-21,15.441,12,2021
2021-12-21,15.549,12,2021
2021-12-21,15.613,12,2021
2021-12-21,15.581,12,2021
2021-12-21,15.398,12,2021
2021-12-21,15.356,12,2021
2021-12-21,15.313,12,2021
2021-11-09,14.33,11,2021
2021-11-09,14.33,11,2021
2021-11-09,14.37,11,2021
2021-11-09,14.37,11,2021
2021-11-09,14.37,11,2021
2021-11-09,14.37,11,2021
2021-11-09,14.28,11,2021
2021-11-09,14.2,11,2021
2021-11-09,14.15,11,2021
2021-11-09,14.07,11,2021
2021-11-09,14.11,11,2021
2021-11-09,14.11,11,2021
2021-11-09,14.07,11,2021
2021-11-09,14.03,11,2021
2021-11-09,14.03,11,2021
2021-11-09,14.03,11,2021
2021-11-09,14.07,11,2021
2021-11-09,14.03,11,2021
2021-11-09,14.07,11,2021
2021-11-09,14.15,11,2021
2021-11-09,14.2,11,2021
2021-11-10,14.2,11,2021
2021-11-10,14.24,11,2021
2021-11-10,14.2,11,2021
2021-11-10,14.11,11,2021
2021-11-10,14.11,11,2021
2021-11-10,14.07,11,2021
2021-11-10,14.07,11,2021
2021-11-10,14.07,11,2021
2021-11-10,14.11,11,2021
2021-11-10,14.11,11,2021
2021-11-10,14.07,11,2021
2021-11-10,14.11,11,2021
2021-11-10,14.11,11,2021
2021-11-10,14.11,11,2021
2021-11-10,14.11,11,2021
2021-11-10,14.11,11,2021
2021-11-10,14.07,11,2021
2021-11-10,14.11,11,2021
2021-11-10,14.11,11,2021
2021-11-10,14.15,11,2021
2021-11-10,14.11,11,2021
2021-11-10,14.11,11,2021
2021-11-10,14.07,11,2021
2021-11-10,14.07,11,2021
2021-11-10,14.11,11,2021
2021-11-10,14.07,11,2021
2021-11-10,14.07,11,2021
2021-11-10,14.03,11,2021
2021-11-10,14.03,11,2021
2021-11-10,14.03,11,2021
2021-11-10,13.98,11,2021
2021-11-10,13.98,11,2021
2021-11-10,13.98,11,2021
2021-11-10,13.9,11,2021
2021-11-10,13.9,11,2021
2021-11-10,13.85,11,2021
2021-11-10,13.81,11,2021
2021-11-10,13.77,11,2021
2021-11-10,13.77,11,2021
2021-11-10,13.77,11,2021
2021-11-10,13.77,11,2021
2021-11-10,13.73,11,2021
2021-11-10,13.73,11,2021
2021-11-10,13.73,11,2021
2021-11-10,13.73,11,2021
2021-11-10,13.68,11,2021
2021-11-10,13.68,11,2021
2021-11-10,13.64,11,2021
2021-11-10,13.64,11,2021
2021-11-10,13.6,11,2021
2021-11-10,13.6,11,2021
2021-11-10,13.6,11,2021
2021-11-10,13.6,11,2021
2021-11-10,13.68,11,2021
2021-11-10,13.81,11,2021
2021-11-10,13.85,11,2021
2021-11-10,13.9,11,2021
2021-11-10,13.9,11,2021
2021-11-10,13.94,11,2021
2021-11-10,13.98,11,2021
2021-11-10,13.98,11,2021
2021-11-10,14.03,11,2021
2021-11-10,14.03,11,2021
2021-11-10,14.03,11,2021
2021-11-10,14.03,11,2021
2021-11-10,14.03,11,2021
2021-11-10,14.03,11,2021
2021-11-10,14.03,11,2021
2021-11-10,13.98,11,2021
2021-11-10,14.03,11,2021
2021-11-10,13.98,11,2021
2021-11-10,13.98,11,2021
2021-11-10,14.03,11,2021
2021-11-10,13.98,11,2021
2021-11-10,13.98,11,2021
2021-11-10,13.9,11,2021
2021-11-10,13.85,11,2021
2021-11-10,13.85,11,2021
2021-11-10,13.85,11,2021
2021-11-10,13.81,11,2021
2021-11-10,13.9,11,2021
2021-11-10,13.9,11,2021
2021-11-10,13.9,11,2021
2021-11-10,13.9,11,2021
2021-11-10,13.85,11,2021
2021-11-10,13.85,11,2021
2021-11-10,13.85,11,2021
2021-11-10,13.85,11,2021
2021-11-10,13.9,11,2021
2021-11-10,13.94,11,2021
2021-11-10,13.9,11,2021
2021-11-10,13.9,11,2021
2021-11-10,13.9,11,2021
2021-11-10,13.9,11,2021
2021-11-10,13.85,11,2021
2021-11-10,13.85,11,2021
2021-11-11,13.85,11,2021
2021-11-11,13.85,11,2021
2021-11-11,13.85,11,2021
2021-11-11,13.85,11,2021
2021-11-11,13.9,11,2021
2021-11-11,13.85,11,2021
2021-11-11,13.85,11,2021
2021-11-11,13.9,11,2021
2021-11-11,13.9,11,2021
2021-11-11,13.9,11,2021
2021-11-11,13.94,11,2021
2021-11-11,13.94,11,2021
2021-11-11,13.94,11,2021
2021-11-11,13.9,11,2021
2021-11-11,13.94,11,2021
2021-11-11,13.9,11,2021
2021-11-11,13.9,11,2021
2021-11-11,13.94,11,2021
2021-11-11,13.9,11,2021
2021-11-11,13.94,11,2021
2021-11-11,13.94,11,2021
2021-11-11,13.94,11,2021
2021-11-11,13.9,11,2021
2021-11-11,13.94,11,2021
2021-11-11,13.9,11,2021
2021-11-11,13.9,11,2021
2021-11-11,13.9,11,2021
2021-11-11,13.85,11,2021
2021-11-11,13.81,11,2021
2021-11-11,13.81,11,2021
2021-11-11,13.81,11,2021
2021-11-11,13.81,11,2021
2021-11-11,13.77,11,2021
2021-11-11,13.77,11,2021
2021-11-11,13.77,11,2021
2021-11-11,13.73,11,2021
2021-11-11,13.73,11,2021
2021-11-11,13.73,11,2021
2021-11-11,13.73,11,2021
2021-11-11,13.73,11,2021
2021-11-11,13.73,11,2021
2021-11-11,13.68,11,2021
2021-11-11,13.77,11,2021
2021-11-11,13.73,11,2021
2021-11-11,13.73,11,2021
2021-11-11,13.77,11,2021
2021-11-11,13.73,11,2021
2021-11-11,13.73,11,2021
2021-11-11,13.77,11,2021
2021-11-11,13.77,11,2021
2021-11-11,13.77,11,2021
2021-11-11,13.73,11,2021
2021-11-11,13.73,11,2021
2021-11-11,13.77,11,2021
2021-11-11,13.73,11,2021
2021-11-11,13.73,11,2021
2021-11-11,13.77,11,2021
2021-11-11,13.73,11,2021
2021-11-11,13.77,11,2021
2021-11-11,13.73,11,2021
2021-11-11,13.77,11,2021
2021-11-11,13.77,11,2021
2021-11-11,13.73,11,2021
2021-11-11,13.77,11,2021
2021-11-11,13.77,11,2021
2021-11-11,13.77,11,2021
2021-11-11,13.81,11,2021
2021-11-11,13.77,11,2021
2021-11-11,13.77,11,2021
2021-11-11,13.81,11,2021
2021-11-11,13.81,11,2021
2021-11-11,13.77,11,2021
2021-11-11,13.77,11,2021
2021-11-11,13.77,11,2021
2021-11-11,13.77,11,2021
2021-11-11,13.73,11,2021
2021-11-11,13.68,11,2021
2021-11-11,13.73,11,2021
2021-11-11,13.73,11,2021
2021-11-11,13.73,11,2021
2021-11-11,13.68,11,2021
2021-11-11,13.73,11,2021
2021-11-11,13.77,11,2021
2021-11-11,13.77,11,2021
2021-11-11,13.77,11,2021
2021-11-11,13.77,11,2021
2021-11-11,13.81,11,2021
2021-11-11,13.77,11,2021
2021-11-11,13.77,11,2021
2021-11-11,13.77,11,2021
2021-11-11,13.77,11,2021
2021-11-11,13.77,11,2021
2021-11-11,13.73,11,2021
2021-11-11,13.77,11,2021
2021-11-11,13.77,11,2021
2021-11-11,13.77,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.77,11,2021
2021-11-12,13.77,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.77,11,2021
2021-11-12,13.77,11,2021
2021-11-12,13.77,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.81,11,2021
2021-11-12,13.77,11,2021
2021-11-12,13.77,11,2021
2021-11-12,13.77,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.77,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.77,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.77,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.77,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.68,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.68,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.68,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.68,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.68,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.77,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.77,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.77,11,2021
2021-11-12,13.77,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.77,11,2021
2021-11-12,13.77,11,2021
2021-11-12,13.81,11,2021
2021-11-12,13.77,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.77,11,2021
2021-11-12,13.77,11,2021
2021-11-12,13.77,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.77,11,2021
2021-11-12,13.77,11,2021
2021-11-12,13.77,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.77,11,2021
2021-11-12,13.81,11,2021
2021-11-12,13.77,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.68,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.77,11,2021
2021-11-12,13.77,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.64,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.68,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.77,11,2021
2021-11-12,13.77,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.73,11,2021
2021-11-12,13.73,11,2021
2021-11-13,13.73,11,2021
2021-11-13,13.68,11,2021
2021-11-13,13.77,11,2021
2021-11-13,13.68,11,2021
2021-11-13,13.73,11,2021
2021-11-13,13.73,11,2021
2021-11-13,13.73,11,2021
2021-11-13,13.73,11,2021
2021-11-13,13.73,11,2021
2021-11-13,13.73,11,2021
2021-11-13,13.73,11,2021
2021-11-13,13.73,11,2021
2021-11-13,13.77,11,2021
2021-11-13,13.77,11,2021
2021-11-13,13.73,11,2021
2021-11-13,13.73,11,2021
2021-11-13,13.73,11,2021
2021-11-13,13.73,11,2021
2021-11-13,13.73,11,2021
2021-11-13,13.73,11,2021
2021-11-13,13.73,11,2021
2021-11-13,13.68,11,2021
2021-11-13,13.73,11,2021
2021-11-13,13.77,11,2021
2021-11-13,13.73,11,2021
2021-11-13,13.73,11,2021
2021-11-13,13.73,11,2021
2021-11-13,13.68,11,2021
2021-11-13,13.73,11,2021
2021-11-13,13.73,11,2021
2021-11-13,13.73,11,2021
2021-11-13,13.73,11,2021
2021-11-13,13.73,11,2021
2021-11-13,13.73,11,2021
2021-11-13,13.77,11,2021
2021-11-13,13.77,11,2021
2021-11-13,13.73,11,2021
2021-11-13,13.73,11,2021
2021-11-13,13.77,11,2021
2021-11-13,13.73,11,2021
2021-11-13,13.68,11,2021
2021-11-13,13.73,11,2021
2021-11-13,13.81,11,2021
2021-11-13,13.73,11,2021
2021-11-13,13.77,11,2021
2021-11-13,13.77,11,2021
