"","Site","Longitute","Latitude","Depth","Date_Deploy","Date_Retrieve","Duration_Exposure","Grazer_ID","Grazer_re","Compartment","Species","Kelp_WW_Start","Kelp_WW_End","Consumption_Rate","resid","Test_Diameter","Test_Height","Whole_Weight","Test_Weight","Gonad_Weight","Gut_Weight","Lantern_Weight","Drained_Weight","Gonad_Index","Gut_Index"
"96","Shellharbour",150.885944,-34.593712,3,2023-02-21,2023-02-26,5,"3","12","5","Centrostephanus rodgersii",20.91,21.33,-0.2058,-0.871890911178546,86,42,258.3,161.5,14.3,7.5,13.6,196.9,5.53619821912505,2.90360046457607
"97","Shellharbour",150.885944,-34.593712,3,2023-02-21,2023-02-26,5,"3","12","6","Heliocidaris erythrogramma",17.14,15.66,0.1742,-0.0694272745220657,49,26,52.2,27.6,3.1,3.9,2.3,36.9,5.93869731800766,7.47126436781609
"98","Shellharbour",150.885944,-34.593712,3,2023-02-21,2023-02-26,5,"3","12","7","Centrostephanus rodgersii",17.02,17.22,-0.1618,-0.971576423475865,85,38,307.6,181.5,6.4,11.8,16.6,216.3,2.08062418725618,3.83615084525358
"99","Shellharbour",150.885944,-34.593712,3,2023-02-21,2023-02-26,5,"3","12","8","Heliocidaris erythrogramma",17.05,16.35,0.0181999999999999,-0.227472293335429,50,27,54.5,29,2.6,5.9,2.3,39.8,4.77064220183486,10.8256880733945
"100","Shellharbour",150.885944,-34.593712,3,2023-02-21,2023-02-26,5,"3","12","9","Heliocidaris erythrogramma",22.46,21.85,0.000199999999999889,-0.246505253159946,50,26,55.7,31.4,3.1,7.3,2.9,44.7,5.56552962298025,13.1059245960503
"101","Shellharbour",150.885944,-34.593712,3,2023-02-21,2023-02-26,5,"3","12","10","Centrostephanus rodgersii",25.17,22.18,0.4762,0.17033427541887,78,42,166.7,122.4,10.3,10.7,12.3,155.7,6.17876424715057,6.41871625674865
"102","Shellharbour",150.885944,-34.593712,3,2023-02-21,2023-02-26,5,"3","12","11","Heliocidaris erythrogramma",15.16,15.15,-0.1198,-0.383019802685051,60,28,78.9,41.9,5.3,8.3,3.3,58.8,6.71736375158428,10.5196451204056
"103","Shellharbour",150.885944,-34.593712,3,2023-02-21,2023-02-26,5,"3","12","12","Centrostephanus rodgersii",14.45,14.81,-0.1938,-0.810341244945397,79,38,243.2,181,13,7.8,16.9,218.7,5.34539473684211,3.20723684210526
"104","Shellharbour",150.885944,-34.593712,3,2023-02-21,2023-02-26,5,"4","13","1","Heliocidaris erythrogramma",15.5,12,0.5782,0.302338317577092,61,31,103,55.6,3.7,13.1,3.7,76.1,3.59223300970874,12.7184466019417
"105","Shellharbour",150.885944,-34.593712,3,2023-02-21,2023-02-26,5,"4","13","2","Heliocidaris erythrogramma",18.84,20.34,-0.4218,-0.674421476005997,56,40,63.1,36.9,2.6,8.2,2.7,50.4,4.12044374009509,12.9952456418384
"106","Shellharbour",150.885944,-34.593712,3,2023-02-21,2023-02-26,5,"4","13","5","Heliocidaris erythrogramma",19.63,17.35,0.334199999999999,0.0696758396865699,67,36,81.1,44.3,5.4,9.9,3,62.6,6.65844636251541,12.2071516646116
"107","Shellharbour",150.885944,-34.593712,3,2023-02-21,2023-02-26,5,"4","13","9","Heliocidaris erythrogramma",20.1,19.32,0.0342000000000002,-0.21450603617491,55,32,58.1,32.3,8.3,6.4,2.6,49.6,14.2857142857143,11.0154905335628
"108","Shellharbour",150.885944,-34.593712,3,2023-02-21,2023-02-26,5,"4","13","10","Heliocidaris erythrogramma",15.1,15.27,-0.1558,-0.410839189394412,64,34,66.4,37.3,4.9,8.1,3.2,53.5,7.37951807228916,12.1987951807229
"109","Shellharbour",150.885944,-34.593712,3,2023-02-21,2023-02-26,5,"5","14","2","Heliocidaris erythrogramma",21.98,21.55,-0.0358000000000001,-0.28916721774065,67,34,64.1,36.3,2.5,3.9,6.8,49.5,3.90015600624025,6.08424336973479
"110","Shellharbour",150.885944,-34.593712,3,2023-02-21,2023-02-26,5,"5","14","3","Heliocidaris erythrogramma",24.58,24.45,-0.0958000000000002,-0.330121356225498,56,30,42.9,25.1,2.7,4,2.2,34,6.29370629370629,9.32400932400932
"111","Shellharbour",150.885944,-34.593712,3,2023-02-21,2023-02-26,5,"5","14","6","Heliocidaris erythrogramma",23.35,20.19,0.5102,0.271448794425295,55,30,47.1,27.6,3,6.1,1.8,38.5,6.36942675159236,12.9511677282378
"112","Shellharbour",150.885944,-34.593712,3,2023-02-21,2023-02-26,5,"5","14","7","Centrostephanus rodgersii",25.3,22.87,0.3642,-0.411451276335884,97,44,295.1,168.7,8.7,10.4,15.3,203.1,2.94815316841748,3.52422907488987
"113","Shellharbour",150.885944,-34.593712,3,2023-02-21,2023-02-26,5,"5","14","8","Centrostephanus rodgersii",22.87,23.17,-0.1818,-0.595714103659936,79,57,190.1,122.3,5.8,4.5,10.8,143.4,3.05102577590742,2.36717517096265
"114","Shellharbour",150.885944,-34.593712,3,2023-02-21,2023-02-26,5,"5","14","10","Centrostephanus rodgersii",27.56,20.48,1.2942,0.767639054129323,81,45,218,153.3,8.8,19.8,12.8,194.7,4.03669724770642,9.08256880733945
"115","Shellharbour",150.885944,-34.593712,3,2023-02-21,2023-02-26,5,"5","14","11","Heliocidaris erythrogramma",22.08,22.08,-0.1218,-0.378592093898386,63,40,68.9,41,4.1,4.8,2.4,52.3,5.95065312046444,6.966618287373
"116","Shellharbour",150.885944,-34.593712,3,2023-02-21,2023-02-26,5,"6","15","1","Centrostephanus rodgersii",23.71,0,4.6202,3.92225155777503,93,41,268.5,189.4,9.3,23.4,13.2,235.3,3.46368715083799,8.71508379888268
"117","Shellharbour",150.885944,-34.593712,3,2023-02-21,2023-02-26,5,"6","15","4","Centrostephanus rodgersii",15.75,2.6,2.5082,1.66668646610972,89,52,319.7,196.1,10,19.6,14,239.7,3.12793243665937,6.13074757585236
"118","Shellharbour",150.885944,-34.593712,3,2023-02-21,2023-02-26,5,"6","15","5","Centrostephanus rodgersii",23.42,11.91,2.1802,1.57421122888979,90,55,240.1,179.6,3.8,16.1,15.8,215.3,1.58267388588088,6.70553935860058
"119","Shellharbour",150.885944,-34.593712,3,2023-02-21,2023-02-26,5,"6","15","7","Heliocidaris erythrogramma",15.95,8.25,1.4182,1.1838786437745,50,30,42.9,22.9,2.9,5.9,1.9,33.6,6.75990675990676,13.7529137529138
"120","Shellharbour",150.885944,-34.593712,3,2023-02-21,2023-02-26,5,"6","15","8","Centrostephanus rodgersii",13.08,8.72,0.7502,0.228179476371942,78,35,216.8,137.8,6.8,15.7,19,179.3,3.13653136531365,7.24169741697417
"121","Shellharbour",150.885944,-34.593712,3,2023-02-21,2023-02-26,5,"6","15","10","Heliocidaris erythrogramma",12.96,8.96,0.6782,0.430734527937692,60,31,56.6,28.9,3.9,4.7,7.3,44.8,6.8904593639576,8.30388692579505
"122","Shellharbour",150.885944,-34.593712,3,2023-02-21,2023-02-26,5,"6","15","11","Heliocidaris erythrogramma",11.78,11.75,-0.1158,-0.357385040565341,73,36,50,30.2,4.2,8.1,3.1,45.6,8.4,16.2
"123","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"1","16","1","Centrostephanus rodgersii",18.82,0,3.16216666666667,2.12875637259366,92,42,403.7,249.1,30.7,25.2,18.9,323.9,7.60465692345801,6.24225910329453
"124","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"1","16","2","Heliocidaris erythrogramma",17.41,15.46,0.3505,0.0661833855892826,64,33,123.1,62.5,6.9,12.4,3.4,85.2,5.60519902518278,10.0731112916328
"125","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"1","16","3","Centrostephanus rodgersii",24.36,13.64,1.81216666666667,1.2179093932859,85,33,236.7,161.1,26.6,17.6,12.4,217.7,11.2378538234052,7.43557245458386
"126","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"1","16","5","Centrostephanus rodgersii",20.32,12.07,1.4005,0.510042158132428,99,43,339.3,208.3,34.7,22.8,13,278.8,10.2269378131447,6.71971706454465
"127","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"1","16","6","Heliocidaris erythrogramma",18.88,16,0.5055,0.228276649014158,64,30,106,59.2,5.6,12.5,3.4,80.7,5.28301886792453,11.7924528301887
"128","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"1","16","7","Heliocidaris erythrogramma",19.32,12.99,1.0805,0.812809015200325,60,31,86.7,52.7,3.8,8.5,3.3,68.3,4.38292964244521,9.80392156862745
"129","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"1","16","8","Heliocidaris erythrogramma",22.01,21.1,0.177166666666667,-0.0604637345084858,49,22,46,29.3,2.6,3.6,1.5,37,5.65217391304348,7.82608695652174
"130","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"1","16","10","Heliocidaris erythrogramma",22.55,12.42,1.71383333333333,1.42552818684152,75,30,133.9,69.6,3.6,13.3,3.5,90,2.68857356235997,9.932785660941
"131","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"1","16","11","Centrostephanus rodgersii",19.07,16,0.537166666666667,-0.404968352713007,96,41,361.3,211.9,39.1,21.6,17.4,290,10.8220315527263,5.97841129255466
"132","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"1","16","12","Centrostephanus rodgersii",24,12.46,1.94883333333333,0.996066833496898,101,44,366,262,45.1,9.9,20.9,337.9,12.3224043715847,2.70491803278689
"133","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"2","17","3","Centrostephanus rodgersii",18.38,15.57,0.493833333333333,-0.25143826768355,82,38,284.4,164.8,25.1,13.7,14.1,217.7,8.82559774964838,4.81715893108298
"134","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"2","17","4","Heliocidaris erythrogramma",28.32,27.65,0.137166666666667,-0.105357576810817,47,22,51,26.7,2.7,2,1.8,33.2,5.29411764705882,3.92156862745098
"135","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"2","17","5","Centrostephanus rodgersii",23.68,19.32,0.752166666666667,-0.0190125846579756,87,38,293.5,184.4,37.8,16.6,17,255.8,12.8790459965928,5.65587734241908
"136","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"2","17","8","Heliocidaris erythrogramma",18.79,24.62,-0.946166666666667,-1.18997531118866,47,25,52.4,29.1,2.3,7.1,1.9,40.4,4.38931297709924,13.5496183206107
"137","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"2","17","9","Heliocidaris erythrogramma",23.88,16.3,1.28883333333333,1.00656373061506,64,34,117.9,61.2,2.7,14.6,3.1,81.6,2.29007633587786,12.3833757421544
"138","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"2","17","11","Centrostephanus rodgersii",24.77,24.41,0.0854999999999999,-0.4288970114662,85,37,214.8,163.7,14,10.4,11.4,199.5,6.51769087523278,4.84171322160149
"139","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"2","17","12","Centrostephanus rodgersii",32.53,9.58,3.8505,2.67263721296797,111,57,481.2,289.9,13.3,34,26.8,364,2.76392352452203,7.06566916043225
"140","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"3","18","1","Heliocidaris erythrogramma",22.95,21.12,0.3305,0.0777284346371565,53,25,63.3,36,2.8,6.6,2,47.4,4.42338072669826,10.4265402843602
"141","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"3","18","3","Centrostephanus rodgersii",27.8,24.37,0.597166666666667,-0.674460189575531,99,56,539.3,313.3,54.8,16.1,29.1,413.3,10.1613202299277,2.98535138142036
"142","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"3","18","5","Centrostephanus rodgersii",23.48,18.61,0.837166666666667,0.0809770915938825,82,39,288.2,178.6,33.6,11.8,17.7,241.7,11.6585704371964,4.09437890353921
"143","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"3","18","8","Centrostephanus rodgersii",20.94,17.58,0.5855,-0.414433174874685,86,50,387.6,226.8,30.2,22.3,19.2,298.5,7.79153766769866,5.75335397316822
"144","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"4","19","1","Centrostephanus rodgersii",32.38,21.66,1.81216666666667,1.1670402777417,81,33,251.8,154.8,21.1,11.3,14.4,201.6,8.37966640190627,4.48768864177919
"145","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"4","19","2","Centrostephanus rodgersii",19.55,16.67,0.5055,0.181093928955833,69,29,170.5,110.9,17.3,11.2,11.9,151.3,10.1466275659824,6.56891495601173
"146","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"4","19","3","Heliocidaris erythrogramma",23.7,18.51,0.8905,0.612171046569038,63,32,108.5,62.5,6.3,10.3,3.6,82.7,5.80645161290323,9.49308755760369
"147","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"4","19","4","Heliocidaris erythrogramma",27.68,26.75,0.1805,-0.0370153332399905,42,16,30.1,18,1,0.5,1.4,20.9,3.32225913621262,1.66112956810631
"148","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"4","19","5","Heliocidaris erythrogramma",34.02,33,0.195500000000001,-0.04893803267816,48,23,53.1,34.5,3.2,2.9,2.1,42.7,6.02636534839925,5.46139359698682
"149","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"4","19","6","Centrostephanus rodgersii",32.89,29.7,0.557166666666667,-0.133086947934948,80,32,266,165.6,30.2,11.8,17.8,225.4,11.3533834586466,4.43609022556391
"150","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"4","19","8","Centrostephanus rodgersii",18.76,4.69,2.3705,1.49620032379221,90,35,332.7,190,30.3,20.4,19.1,259.8,9.107303877367,6.13165013525699
"151","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"4","19","9","Centrostephanus rodgersii",21.2,0,3.55883333333333,2.53753347469883,100,43,397.8,271.2,42.6,26.6,23.5,363.9,10.7088989441931,6.68677727501257
"152","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"4","19","11","Heliocidaris erythrogramma",22.45,17.88,0.787166666666667,0.530237099636718,54,24,69.1,42.1,4.9,7.9,2.3,57.2,7.09117221418235,11.4327062228654
"153","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"4","19","12","Heliocidaris erythrogramma",23.71,23.14,0.1205,-0.107314154380642,42,22,37.4,24.1,2.4,2.9,1.6,31,6.41711229946524,7.75401069518717
"154","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"5","20","1","Centrostephanus rodgersii",21.56,17.79,0.653833333333333,0.0630585845211694,83,41,235.7,173.2,18.2,15.9,11.8,219.1,7.72168010182435,6.74586338565974
"155","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"5","20","5","Heliocidaris erythrogramma",26.19,28.05,-0.2845,-0.520129803267146,48,23,44.1,24.1,2.3,1.8,1.9,30.1,5.21541950113379,4.08163265306122
"156","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"5","20","6","Heliocidaris erythrogramma",25.72,16.04,1.63883333333333,1.34252888352145,72,46,158.5,79.4,2.4,12.1,5,98.9,1.51419558359621,7.63406940063091
"157","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"5","20","8","Centrostephanus rodgersii",23.9,16.71,1.22383333333333,0.200674556225342,98,48,398.7,235.1,47.9,19,23,325,12.0140456483572,4.76548783546526
"158","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"5","20","11","Centrostephanus rodgersii",18.73,14.75,0.688833333333333,-0.176517158598865,90,36,329.1,212.9,42.8,10.7,17.5,283.9,13.0051656031601,3.25129140079003
"159","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"5","20","12","Heliocidaris erythrogramma",27.08,21.94,0.882166666666666,0.640109699847586,43,28,50.5,27.8,4.5,6.1,2.2,40.6,8.91089108910891,12.0792079207921
"160","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"6","21","2","Centrostephanus rodgersii",30.48,31.47,-0.1395,-1.02020295642794,100,44,335.3,242.5,47.5,11.3,15.6,316.9,14.1664181330152,3.37011631374888
"161","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"6","21","3","Heliocidaris erythrogramma",19.08,17.1,0.355499999999999,0.10425113996768,51,27,61.3,36.7,2.2,2.8,3.1,44.8,3.58890701468189,4.56769983686786
"162","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"6","21","4","Heliocidaris erythrogramma",23.75,23.16,0.123833333333333,-0.135894776118992,52,28,73.3,43.7,2.6,4.6,2.5,53.4,3.54706684856753,6.27557980900409
"163","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"6","21","5","Heliocidaris erythrogramma",15.77,15.71,0.0354999999999998,-0.198041086264705,45,23,42.2,25.8,2,1.4,1.4,30.6,4.739336492891,3.3175355450237
"164","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"6","21","7","Centrostephanus rodgersii",19.9,15.2,0.808833333333333,-0.121838692925696,85,48,356.3,223.2,33.8,16,19.4,292.4,9.48638787538591,4.49059781083357
"165","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"6","21","8","Centrostephanus rodgersii",18.02,17.12,0.1755,-0.679285213618877,87,43,324.9,200.3,25.7,16.8,20,262.8,7.91012619267467,5.17082179132041
"166","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"6","21","9","Heliocidaris erythrogramma",25.46,19.02,1.09883333333333,0.84108719180533,58,34,70.3,36.6,4.2,3.6,2.4,46.8,5.97439544807966,5.12091038406828
"167","Merimbula",149.927413,-36.899308,6,2023-02-28,2023-03-06,6,"6","21","12","Heliocidaris erythrogramma",22.52,21.67,0.167166666666666,-0.086348302586569,48,30,64.3,37.6,5.5,4.7,2.1,49.9,8.55365474339036,7.3094867807154
"168","Fortescue",147.967609,-43.139916,4,2023-03-20,2023-03-27,7,"1","22","1","Centrostephanus rodgersii",18.33,18.28,-0.00828571428571469,-0.451109683893095,70,34,196.9,108.1,15.1,5.3,7,135.5,7.66886744540376,2.69172168613509
"169","Fortescue",147.967609,-43.139916,4,2023-03-20,2023-03-27,7,"1","22","3","Heliocidaris erythrogramma",22.15,22.44,-0.0568571428571432,-0.380386447422499,93,44,281.4,115,15.3,9.6,7.6,147.5,5.43710021321962,3.41151385927505
"170","Fortescue",147.967609,-43.139916,4,2023-03-20,2023-03-27,7,"1","22","4","Heliocidaris erythrogramma",22.71,17.81,0.684571428571429,0.375628265752311,84,37,206.9,86.2,15.4,16,5.6,123.2,7.44320927984534,7.73320444659256
"171","Fortescue",147.967609,-43.139916,4,2023-03-20,2023-03-27,7,"1","22","5","Centrostephanus rodgersii",16.5,14.24,0.307428571428571,-0.50900622638625,97,41,310.1,189.1,26.1,19.3,13.9,248.4,8.41663979361496,6.22379877458884
"172","Fortescue",147.967609,-43.139916,4,2023-03-20,2023-03-27,7,"1","22","6","Centrostephanus rodgersii",19.3,16.69,0.357428571428571,-0.181490833837941,72,39,221.3,146.6,30.1,18,10.1,204.8,13.6014460009037,8.13375508359693
"173","Fortescue",147.967609,-43.139916,4,2023-03-20,2023-03-27,7,"1","22","7","Heliocidaris erythrogramma",19.1,8.38,1.516,1.18277889442147,99,42,345.2,134.3,26.1,34.5,6.9,201.8,7.56083429895713,9.99420625724218
"174","Fortescue",147.967609,-43.139916,4,2023-03-20,2023-03-27,7,"1","22","8","Heliocidaris erythrogramma",19.32,11.93,1.04028571428571,0.725973307391283,86,39,231.7,95.2,13.5,18.6,6.2,133.5,5.82649978420371,8.02762192490289
"175","Fortescue",147.967609,-43.139916,4,2023-03-20,2023-03-27,7,"1","22","9","Heliocidaris erythrogramma",20.65,20.8,-0.0368571428571432,-0.350343613386234,90,42,227.7,100.3,19.1,9.5,6.9,135.8,8.38823012736056,4.17215634606939
"176","Fortescue",147.967609,-43.139916,4,2023-03-20,2023-03-27,7,"1","22","10","Centrostephanus rodgersii",22.64,19.86,0.381714285714286,0.093807163256973,73,31,163.1,110.1,13.6,7.8,6.4,137.9,8.33844267320662,4.78234212139792
"177","Fortescue",147.967609,-43.139916,4,2023-03-20,2023-03-27,7,"1","22","11","Centrostephanus rodgersii",29.31,24.19,0.716,-0.025793494040184,86,38,283.2,197.3,30.8,16.1,14.1,258.3,10.8757062146893,5.68502824858757
"178","Fortescue",147.967609,-43.139916,4,2023-03-20,2023-03-27,7,"2","23","1","Heliocidaris erythrogramma",20.68,17.63,0.420285714285714,0.107745945790797,89,44,223.2,108,15.3,13,7.5,143.8,6.85483870967742,5.82437275985663
"179","Fortescue",147.967609,-43.139916,4,2023-03-20,2023-03-27,7,"2","23","3","Centrostephanus rodgersii",18.46,10.55,1.11457142857143,0.720363190570795,79,44,185.6,131,18.8,20.7,6.5,177,10.1293103448276,11.1530172413793
"180","Fortescue",147.967609,-43.139916,4,2023-03-20,2023-03-27,7,"2","23","5","Heliocidaris erythrogramma",15.65,14.4,0.163142857142857,-0.171990174638585,103,58,359.4,155.4,32.5,33.3,7.2,228.4,9.04284919309961,9.26544240400668
"181","Fortescue",147.967609,-43.139916,4,2023-03-20,2023-03-27,7,"2","23","6","Centrostephanus rodgersii",15.58,10.58,0.698857142857143,0.0076763392701452,85,40,266.3,148.9,28.4,23.9,12,213.2,10.6646639128802,8.97484040555764
"182","Fortescue",147.967609,-43.139916,4,2023-03-20,2023-03-27,7,"2","23","7","Heliocidaris erythrogramma",14.88,13.98,0.113142857142857,-0.208600381015707,91,54,271,151.8,21.9,19.2,6.9,199.8,8.08118081180812,7.08487084870849
"183","Fortescue",147.967609,-43.139916,4,2023-03-20,2023-03-27,7,"2","23","8","Centrostephanus rodgersii",14.87,12.66,0.300285714285714,-0.226275231584962,84,42,218,138.6,28,16.3,10,192.9,12.8440366972477,7.47706422018349
"184","Fortescue",147.967609,-43.139916,4,2023-03-20,2023-03-27,7,"2","23","9","Centrostephanus rodgersii",18.55,13.05,0.770285714285714,-0.0224685948856903,80,35,301.3,188.5,19.1,21.5,9,238.1,6.33919681380684,7.13574510454696
"185","Fortescue",147.967609,-43.139916,4,2023-03-20,2023-03-27,7,"2","23","10","Centrostephanus rodgersii",17.06,20.76,-0.544,-1.13197807438187,77,41,234.9,153.8,12,23.1,10.1,199,5.10855683269476,9.83397190293742
"186","Fortescue",147.967609,-43.139916,4,2023-03-20,2023-03-27,7,"2","23","11","Heliocidaris erythrogramma",17.68,14.97,0.371714285714286,0.0653379808224976,87,47,196,112,17.3,17.1,6.3,152.7,8.8265306122449,8.72448979591837
"187","Fortescue",147.967609,-43.139916,4,2023-03-20,2023-03-27,7,"2","23","12","Heliocidaris erythrogramma",19.07,18.08,0.126,-0.184165140073039,92,46,212.3,119.6,20.3,17.3,6.8,164,9.56194065002355,8.14884597268017
"188","Fortescue",147.967609,-43.139916,4,2023-03-20,2023-03-27,7,"3","24","1","Centrostephanus rodgersii",14.26,11.98,0.310285714285714,-0.470644705458004,80,43,297,178.9,27.1,20.1,9.5,235.6,9.12457912457913,6.76767676767677
"189","Fortescue",147.967609,-43.139916,4,2023-03-20,2023-03-27,7,"3","24","2","Heliocidaris erythrogramma",17.53,17.53,-0.0154285714285714,-0.311762934957741,79,37,158.6,69.5,9,8.5,3.7,90.7,5.67465321563682,5.359394703657
"190","Fortescue",147.967609,-43.139916,4,2023-03-20,2023-03-27,7,"3","24","3","Heliocidaris erythrogramma",13.75,10.14,0.500285714285714,0.149190640642416,112,56,503.2,180.4,14,34.9,11.9,241.2,2.78219395866455,6.93561208267091
"191","Fortescue",147.967609,-43.139916,4,2023-03-20,2023-03-27,7,"3","24","4","Centrostephanus rodgersii",15.79,13.51,0.310285714285714,-0.0126717428100521,75,31,170.2,120.8,16.9,11.8,10,159.5,9.92949471210341,6.93301997649824
"192","Fortescue",147.967609,-43.139916,4,2023-03-20,2023-03-27,7,"3","24","5","Centrostephanus rodgersii",18,17.53,0.0517142857142856,-0.492761801847928,74,35,222.8,139.2,18.9,10,11,179.1,8.48294434470377,4.48833034111311
"193","Fortescue",147.967609,-43.139916,4,2023-03-20,2023-03-27,7,"3","24","8","Centrostephanus rodgersii",24.65,23.28,0.180285714285714,-0.844521915440404,98,47,399.5,237.1,42.5,30.7,14.4,324.7,10.6382978723404,7.6846057571965
"194","Fortescue",147.967609,-43.139916,4,2023-03-20,2023-03-27,7,"3","24","9","Heliocidaris erythrogramma",14.61,14.08,0.0602857142857142,-0.267681168391698,90,47,309,128.1,27.2,24.1,6.9,186.3,8.80258899676375,7.79935275080906
"195","Fortescue",147.967609,-43.139916,4,2023-03-20,2023-03-27,7,"3","24","10","Heliocidaris erythrogramma",13.31,12.95,0.0360000000000002,-0.248852964844372,70,37,124.5,62.6,12,12.2,3.1,89.9,9.63855421686747,9.79919678714859
"196","Fortescue",147.967609,-43.139916,4,2023-03-20,2023-03-27,7,"3","24","11","Centrostephanus rodgersii",20.76,17.95,0.386,-0.129927376697279,75,34,215.2,140.2,15.7,19.8,9.8,185.5,7.29553903345725,9.20074349442379
"197","Fortescue",147.967609,-43.139916,4,2023-03-20,2023-03-27,7,"3","24","12","Heliocidaris erythrogramma",17.17,17.1,-0.00542857142857139,-0.330139689025771,98,42,288.5,119.9,13,10.4,5.8,149.1,4.50606585788562,3.60485268630849
"198","Fortescue",147.967609,-43.139916,4,2023-03-20,2023-03-27,7,"4","25","1","Centrostephanus rodgersii",13.97,10.5,0.480285714285714,-0.12878064913624,80,39,241,160,26.2,12.3,12,210.5,10.8713692946058,5.10373443983403
"199","Fortescue",147.967609,-43.139916,4,2023-03-20,2023-03-27,7,"4","25","2","Centrostephanus rodgersii",21.64,18.36,0.453142857142857,-0.0669784020199974,81,40,216.3,151.2,25.2,13.7,11.7,201.8,11.6504854368932,6.333795654184
"200","Fortescue",147.967609,-43.139916,4,2023-03-20,2023-03-27,7,"4","25","3","Heliocidaris erythrogramma",18.06,14.51,0.491714285714286,0.177197622702336,86,41,232.7,108.9,22.3,22.5,4.9,158.6,9.58315427589171,9.6691018478728
"201","Fortescue",147.967609,-43.139916,4,2023-03-20,2023-03-27,7,"4","25","4","Centrostephanus rodgersii",14.53,13.37,0.150285714285714,-0.319254128292519,70,31,203.4,132.3,17.9,10.1,8.4,168.7,8.80039331366765,4.96558505408063
"202","Fortescue",147.967609,-43.139916,4,2023-03-20,2023-03-27,7,"4","25","5","Heliocidaris erythrogramma",15.74,15.63,0.000285714285714205,-0.310080062408342,84,36,213.2,96.5,17.2,10.8,6,130.5,8.06754221388368,5.0656660412758
"203","Fortescue",147.967609,-43.139916,4,2023-03-20,2023-03-27,7,"4","25","7","Heliocidaris erythrogramma",17.69,13.23,0.621714285714286,0.322649069661223,78,39,168,73.1,9.2,11.5,4,97.8,5.47619047619048,6.8452380952381
"204","Fortescue",147.967609,-43.139916,4,2023-03-20,2023-03-27,7,"4","25","8","Centrostephanus rodgersii",17.95,15.28,0.366,-0.336531022737054,82,39,270,156.9,26.6,18.2,9.4,211.1,9.85185185185185,6.74074074074074
"205","Fortescue",147.967609,-43.139916,4,2023-03-20,2023-03-27,7,"4","25","10","Heliocidaris erythrogramma",19.28,17.68,0.213142857142857,-0.122580329874539,102,43,363.9,150.7,41.4,21.4,7.3,220.8,11.3767518549052,5.88073646606211
