"","Datetime","Site","Temp","Longitude","Latitude"
"234",2023-02-09 05:59:53,"Sawtell",25.18,153.108782,-30.375104
"235",2023-02-09 06:09:53,"Sawtell",25.18,153.108782,-30.375104
"236",2023-02-09 06:19:53,"Sawtell",25.14,153.108782,-30.375104
"237",2023-02-09 06:29:53,"Sawtell",25.18,153.108782,-30.375104
"238",2023-02-09 06:39:53,"Sawtell",25.22,153.108782,-30.375104
"239",2023-02-09 06:49:53,"Sawtell",25.18,153.108782,-30.375104
"240",2023-02-09 06:59:53,"Sawtell",25.14,153.108782,-30.375104
"241",2023-02-09 07:09:53,"Sawtell",25.18,153.108782,-30.375104
"242",2023-02-09 07:19:53,"Sawtell",25.14,153.108782,-30.375104
"243",2023-02-09 07:29:53,"Sawtell",25.14,153.108782,-30.375104
"244",2023-02-09 07:39:53,"Sawtell",25.18,153.108782,-30.375104
"245",2023-02-09 07:49:53,"Sawtell",25.18,153.108782,-30.375104
"246",2023-02-09 07:59:53,"Sawtell",25.18,153.108782,-30.375104
"247",2023-02-09 08:09:53,"Sawtell",25.18,153.108782,-30.375104
"248",2023-02-09 08:19:53,"Sawtell",25.22,153.108782,-30.375104
"249",2023-02-09 08:29:53,"Sawtell",25.18,153.108782,-30.375104
"250",2023-02-09 08:39:53,"Sawtell",25.22,153.108782,-30.375104
"251",2023-02-09 08:49:53,"Sawtell",25.18,153.108782,-30.375104
"252",2023-02-09 08:59:53,"Sawtell",25.18,153.108782,-30.375104
"253",2023-02-09 09:09:53,"Sawtell",25.18,153.108782,-30.375104
"254",2023-02-09 09:19:53,"Sawtell",25.18,153.108782,-30.375104
"255",2023-02-09 09:29:53,"Sawtell",25.22,153.108782,-30.375104
"256",2023-02-09 09:39:53,"Sawtell",25.22,153.108782,-30.375104
"257",2023-02-09 09:49:53,"Sawtell",25.22,153.108782,-30.375104
"258",2023-02-09 09:59:53,"Sawtell",25.27,153.108782,-30.375104
"259",2023-02-09 10:09:53,"Sawtell",25.22,153.108782,-30.375104
"260",2023-02-09 10:19:53,"Sawtell",25.27,153.108782,-30.375104
"261",2023-02-09 10:29:53,"Sawtell",25.27,153.108782,-30.375104
"262",2023-02-09 10:39:53,"Sawtell",25.31,153.108782,-30.375104
"263",2023-02-09 10:49:53,"Sawtell",25.27,153.108782,-30.375104
"264",2023-02-09 10:59:53,"Sawtell",25.27,153.108782,-30.375104
"265",2023-02-09 11:09:53,"Sawtell",25.31,153.108782,-30.375104
"266",2023-02-09 11:19:53,"Sawtell",25.35,153.108782,-30.375104
"267",2023-02-09 11:29:53,"Sawtell",25.31,153.108782,-30.375104
"268",2023-02-09 11:39:53,"Sawtell",25.31,153.108782,-30.375104
"269",2023-02-09 11:49:53,"Sawtell",25.31,153.108782,-30.375104
"270",2023-02-09 11:59:53,"Sawtell",25.27,153.108782,-30.375104
"271",2023-02-09 12:09:53,"Sawtell",25.22,153.108782,-30.375104
"272",2023-02-09 12:19:53,"Sawtell",25.27,153.108782,-30.375104
"273",2023-02-09 12:29:53,"Sawtell",25.27,153.108782,-30.375104
"274",2023-02-09 12:39:53,"Sawtell",25.22,153.108782,-30.375104
"275",2023-02-09 12:49:53,"Sawtell",25.31,153.108782,-30.375104
"276",2023-02-09 12:59:53,"Sawtell",25.31,153.108782,-30.375104
"277",2023-02-09 13:09:53,"Sawtell",25.31,153.108782,-30.375104
"278",2023-02-09 13:19:53,"Sawtell",25.31,153.108782,-30.375104
"279",2023-02-09 13:29:53,"Sawtell",25.27,153.108782,-30.375104
"280",2023-02-09 13:39:53,"Sawtell",25.27,153.108782,-30.375104
"281",2023-02-09 13:49:53,"Sawtell",25.31,153.108782,-30.375104
"282",2023-02-09 13:59:53,"Sawtell",25.27,153.108782,-30.375104
"283",2023-02-09 14:09:53,"Sawtell",25.31,153.108782,-30.375104
"284",2023-02-09 14:19:53,"Sawtell",25.27,153.108782,-30.375104
"285",2023-02-09 14:29:53,"Sawtell",25.27,153.108782,-30.375104
"286",2023-02-09 14:39:53,"Sawtell",25.31,153.108782,-30.375104
"287",2023-02-09 14:49:53,"Sawtell",25.31,153.108782,-30.375104
"288",2023-02-09 14:59:53,"Sawtell",25.27,153.108782,-30.375104
"289",2023-02-09 15:09:53,"Sawtell",25.22,153.108782,-30.375104
"290",2023-02-09 15:19:53,"Sawtell",25.18,153.108782,-30.375104
"291",2023-02-09 15:29:53,"Sawtell",25.27,153.108782,-30.375104
"292",2023-02-09 15:39:53,"Sawtell",25.22,153.108782,-30.375104
"293",2023-02-09 15:49:53,"Sawtell",25.22,153.108782,-30.375104
"294",2023-02-09 15:59:53,"Sawtell",25.22,153.108782,-30.375104
"295",2023-02-09 16:09:53,"Sawtell",25.27,153.108782,-30.375104
"296",2023-02-09 16:19:53,"Sawtell",25.18,153.108782,-30.375104
"297",2023-02-09 16:29:53,"Sawtell",25.18,153.108782,-30.375104
"298",2023-02-09 16:39:53,"Sawtell",25.22,153.108782,-30.375104
"299",2023-02-09 16:49:53,"Sawtell",25.22,153.108782,-30.375104
"300",2023-02-09 16:59:53,"Sawtell",25.22,153.108782,-30.375104
"301",2023-02-09 17:09:53,"Sawtell",25.09,153.108782,-30.375104
"302",2023-02-09 17:19:53,"Sawtell",25.18,153.108782,-30.375104
"303",2023-02-09 17:29:53,"Sawtell",25.14,153.108782,-30.375104
"304",2023-02-09 17:39:53,"Sawtell",25.18,153.108782,-30.375104
"305",2023-02-09 17:49:53,"Sawtell",25.18,153.108782,-30.375104
"306",2023-02-09 17:59:53,"Sawtell",25.18,153.108782,-30.375104
"307",2023-02-09 18:09:53,"Sawtell",25.14,153.108782,-30.375104
"308",2023-02-09 18:19:53,"Sawtell",25.14,153.108782,-30.375104
"309",2023-02-09 18:29:53,"Sawtell",25.09,153.108782,-30.375104
"310",2023-02-09 18:39:53,"Sawtell",25.09,153.108782,-30.375104
"311",2023-02-09 18:49:53,"Sawtell",25.09,153.108782,-30.375104
"312",2023-02-09 18:59:53,"Sawtell",25.05,153.108782,-30.375104
"313",2023-02-09 19:09:53,"Sawtell",25.05,153.108782,-30.375104
"314",2023-02-09 19:19:53,"Sawtell",25.01,153.108782,-30.375104
"315",2023-02-09 19:29:53,"Sawtell",24.97,153.108782,-30.375104
"316",2023-02-09 19:39:53,"Sawtell",24.97,153.108782,-30.375104
"317",2023-02-09 19:49:53,"Sawtell",24.92,153.108782,-30.375104
"318",2023-02-09 19:59:53,"Sawtell",24.92,153.108782,-30.375104
"319",2023-02-09 20:09:53,"Sawtell",24.88,153.108782,-30.375104
"320",2023-02-09 20:19:53,"Sawtell",24.92,153.108782,-30.375104
"321",2023-02-09 20:29:53,"Sawtell",24.92,153.108782,-30.375104
"322",2023-02-09 20:39:53,"Sawtell",24.88,153.108782,-30.375104
"323",2023-02-09 20:49:53,"Sawtell",24.92,153.108782,-30.375104
"324",2023-02-09 20:59:53,"Sawtell",24.88,153.108782,-30.375104
"325",2023-02-09 21:09:53,"Sawtell",24.88,153.108782,-30.375104
"326",2023-02-09 21:19:53,"Sawtell",24.88,153.108782,-30.375104
"327",2023-02-09 21:29:53,"Sawtell",24.88,153.108782,-30.375104
"328",2023-02-09 21:39:53,"Sawtell",24.92,153.108782,-30.375104
"329",2023-02-09 21:49:53,"Sawtell",24.88,153.108782,-30.375104
"330",2023-02-09 21:59:53,"Sawtell",24.92,153.108782,-30.375104
"331",2023-02-09 22:09:53,"Sawtell",24.92,153.108782,-30.375104
"332",2023-02-09 22:19:53,"Sawtell",24.92,153.108782,-30.375104
"333",2023-02-09 22:29:53,"Sawtell",24.92,153.108782,-30.375104
"334",2023-02-09 22:39:53,"Sawtell",24.97,153.108782,-30.375104
"335",2023-02-09 22:49:53,"Sawtell",24.92,153.108782,-30.375104
"336",2023-02-09 22:59:53,"Sawtell",24.88,153.108782,-30.375104
"337",2023-02-09 23:09:53,"Sawtell",24.88,153.108782,-30.375104
"338",2023-02-09 23:19:53,"Sawtell",24.88,153.108782,-30.375104
"339",2023-02-09 23:29:53,"Sawtell",24.84,153.108782,-30.375104
"340",2023-02-09 23:39:53,"Sawtell",24.88,153.108782,-30.375104
"341",2023-02-09 23:49:53,"Sawtell",24.88,153.108782,-30.375104
"342",2023-02-09 23:59:53,"Sawtell",24.84,153.108782,-30.375104
"343",2023-02-10 00:09:53,"Sawtell",24.79,153.108782,-30.375104
"344",2023-02-10 00:19:53,"Sawtell",24.79,153.108782,-30.375104
"345",2023-02-10 00:29:53,"Sawtell",24.79,153.108782,-30.375104
"346",2023-02-10 00:39:53,"Sawtell",24.79,153.108782,-30.375104
"347",2023-02-10 00:49:53,"Sawtell",24.79,153.108782,-30.375104
"348",2023-02-10 00:59:53,"Sawtell",24.88,153.108782,-30.375104
